Fund,Oper Unit,Dept,Agency,Agency Name,Account,Character Class,Class Description,Descr,Sum Transaction Amt,Ledger,Operating or Non,Year
001,0001,4500101,450,Fire,51010007,51,Personnel Services,OVERTIME WAGES,"130,072.50",ACTUALS,,"2,015"
399,3001,3990202,399,Utilities,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"5,108.10",ACTUALS,,"2,015"
001,0001,3300513,330,Public Works,52130001,52,Professional Services,MEMBERSHIPS,661.00,ACTUALS,,"2,015"
350,0455,3500110,350,General Services,52340039,52,Professional Services,COPIER MAINTENANCE AND OVERAGE,"2,245.23",ACTUALS,,"2,015"
001,0001,3300110,330,Public Works,52280004,52,Professional Services,CHARGEBACK-IT,"1,872,794.00",ACTUALS,,"2,015"
001,0001,2800401,280,Finance,51010010,51,Personnel Services,ACCRUED LEAVE PAYOUT,"1,652.25",ACTUALS,,"2,015"
019,6970,9800001,980,Non Departmental,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"100,672.99",ACTUALS,,"2,015"
003,2020,3305003,330,Public Works,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"275,807.27",ACTUALS,,"2,015"
003,2127,3305502,330,Public Works,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"7,380.74",ACTUALS,,"2,015"
019,6140,2408070,240,Planning,53890022,53,Materials and Supplies,OTHER SUPPLIES,795.14,ACTUALS,,"2,015"
001,0001,0700110,070,Municipal Counselor,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"87,672.22",ACTUALS,,"2,015"
399,3501,3990204,399,Utilities,51010007,51,Personnel Services,OVERTIME WAGES,"16,857.68",ACTUALS,,"2,015"
070,0350,4200104,420,Police,51070002,51,Personnel Services,HMO ADMIN,0.21,ACTUALS,,"2,015"
001,0001,4500101,450,Fire,52049001,52,Professional Services,EMPLOYEE TRAINING,"15,323.43",ACTUALS,,"2,015"
001,0001,9800001,980,Non Departmental,52070001,52,Professional Services,ELECTRICITY,"542,542.55",ACTUALS,,"2,015"
750,1602,5807000,580,Development Services,52250001,52,Professional Services,ADVERTISING,"3,869.29",ACTUALS,,"2,015"
399,3001,3990504,399,Utilities,51010013,51,Personnel Services,SICK LEAVE,"77,701.12",ACTUALS,,"2,015"
001,0001,4200105,420,Police,51070002,51,Personnel Services,HMO ADMIN,110.70,ACTUALS,,"2,015"
399,3501,3990110,399,Utilities,52280013,52,Professional Services,CHARGEBACK-PRINT SHOP,"26,131.00",ACTUALS,,"2,015"
019,6140,2408000,240,Planning,52400010,52,Professional Services,COPIER LEASE,"6,105.36",ACTUALS,,"2,015"
001,0001,5800401,580,Development Services,54164010,54,Capital Purchase,EQUIPMENT,"18,201.11",ACTUALS,,"2,015"
019,6160,4209009,420,Police,51010013,51,Personnel Services,SICK LEAVE,"4,440.79",ACTUALS,,"2,015"
001,0003,1000603,100,Municipal Court,51070003,51,Personnel Services,INDEMNITY ADMIN,77.55,ACTUALS,,"2,015"
001,0001,3300901,330,Public Works,52550700,52,Professional Services,TRAINING/EDUCATION,"3,190.00",ACTUALS,,"2,015"
030,0150,4500201,450,Fire,51070007,51,Personnel Services,IAFF ACTIVE HEALTH SUBSIDY,"242,584.34",ACTUALS,,"2,015"
003,2107,3305410,330,Public Works,52044025,52,Professional Services,NON-CAPITAL ADMIN COST,474.84,ACTUALS,,"2,015"
750,1609,5507000,550,Parks,52070022,52,Professional Services,PROPANE,355.48,ACTUALS,,"2,015"
711,1776,0405001,040,City Manager,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"44,233.13",ACTUALS,,"2,015"
001,0001,5800110,580,Development Services,52280013,52,Professional Services,CHARGEBACK-PRINT SHOP,"28,178.00",ACTUALS,,"2,015"
001,0001,3300902,330,Public Works,53890022,53,Materials and Supplies,OTHER SUPPLIES,734.00,ACTUALS,,"2,015"
003,2137,3305410,330,Public Works,54040004,54,Capital Purchase,TESTING,"14,000.78",ACTUALS,,"2,015"
511,0800,5112303,511,Airport,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"1,139.96",ACTUALS,,"2,015"
001,0001,3300110,330,Public Works,51510007,51,Personnel Services,EMPLOYEE BUS PASS,200.00,ACTUALS,,"2,015"
250,0460,2501601,250,Information Technology,52010084,52,Professional Services,PSC COURTS LASERFICHE,"25,921.00",ACTUALS,,"2,015"
511,0800,5112501,511,Airport,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE,0.00,ACTUALS,,"2,015"
001,0001,4200843,420,Police,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL,460.06,ACTUALS,,"2,015"
250,0460,2501601,250,Information Technology,52010082,52,Professional Services,PSC FIRE RMS ETI,"110,867.06",ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"22,214.04",ACTUALS,,"2,015"
022,0121,4200733,420,Police,52340019,52,Professional Services,BUILDING MAINTENANCE,72.00,ACTUALS,,"2,015"
511,0800,5112403,511,Airport,53890022,53,Materials and Supplies,OTHER SUPPLIES,252.07,ACTUALS,,"2,015"
001,0001,3100101,310,City Auditor,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"2,832.35",ACTUALS,,"2,015"
001,0001,0400201,040,City Manager,51010001,51,Personnel Services,SALARIES AND WAGES,"746,893.69",ACTUALS,,"2,015"
003,2127,3305101,330,Public Works,52250001,52,Professional Services,ADVERTISING,22.20,ACTUALS,,"2,015"
003,2137,3305202,330,Public Works,52044007,52,Professional Services,NON-CAPITAL CONSTRUCTION,"90,733.47",ACTUALS,,"2,015"
750,1672,3305002,330,Public Works,52044025,52,Professional Services,NON-CAPITAL ADMIN COST,"25,681.67",ACTUALS,,"2,015"
001,0001,4500302,450,Fire,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"22,751.39",ACTUALS,,"2,015"
001,0003,1000302,100,Municipal Court,52370002,52,Professional Services,EMPLOYEE TRAVEL REIMBURSEMENT,"1,285.47",ACTUALS,,"2,015"
001,0001,5500415,550,Parks,53890022,53,Materials and Supplies,OTHER SUPPLIES,"5,335.19",ACTUALS,,"2,015"
022,0121,4200732,420,Police,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"30,703.26",ACTUALS,,"2,015"
001,0001,5800402,580,Development Services,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"112,880.97",ACTUALS,,"2,015"
250,0460,2501203,250,Information Technology,52370002,52,Professional Services,EMPLOYEE TRAVEL REIMBURSEMENT,556.55,ACTUALS,,"2,015"
001,0001,0700301,070,Municipal Counselor,51010016,51,Personnel Services,VACATION,"53,638.92",ACTUALS,,"2,015"
511,0800,5112302,511,Airport,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"68,049.25",ACTUALS,,"2,015"
399,3501,3990101,399,Utilities,51510004,51,Personnel Services,EMPLOYEE PARKING,748.37,ACTUALS,,"2,015"
019,6300,1900202,190,City Clerk,52010058,52,Professional Services,ITC MICROSOFT LICENSING,893.07,ACTUALS,,"2,015"
001,0001,5500518,550,Parks,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE,"5,296.01",ACTUALS,,"2,015"
001,0001,5500518,550,Parks,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"1,673.22",ACTUALS,,"2,015"
700,1750,0400402,040,City Manager,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"28,770.11",ACTUALS,,"2,015"
001,0001,3100201,310,City Auditor,52049001,52,Professional Services,EMPLOYEE TRAINING,"6,565.00",ACTUALS,,"2,015"
019,6999,2409902,240,Planning,52550848,52,Professional Services,RELEASE OF LIENS,26.00,ACTUALS,,"2,015"
399,3501,3990603,399,Utilities,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,387.00,ACTUALS,,"2,015"
070,0350,4200107,420,Police,51130001,51,Personnel Services,UNIFORM ALLOWANCE,413.00,ACTUALS,,"2,015"
001,0001,5500410,550,Parks,52070007,52,Professional Services,NATURAL GAS,"9,731.31",ACTUALS,,"2,015"
001,0001,5500410,550,Parks,52280019,52,Professional Services,CHARGEBACK-VEHICLE MAINTENANCE,"4,468.00",ACTUALS,,"2,015"
330,0075,3301101,330,Public Works,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"20,922.71",ACTUALS,,"2,015"
001,0001,3300303,330,Public Works,53010001,53,Materials and Supplies,OFFICE SUPPLIES,23.08,ACTUALS,,"2,015"
019,6140,2408000,240,Planning,52280007,52,Professional Services,CHARGEBACK-RISK MANAGEMENT,"15,668.00",ACTUALS,,"2,015"
399,3001,3990403,399,Utilities,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS,"6,253.71",ACTUALS,,"2,015"
030,0150,4500110,450,Fire,52040046,52,Professional Services,PROFESSIONAL SERVICES-OTHER,"2,520.00",ACTUALS,,"2,015"
001,0001,1600203,160,Personnel,51010010,51,Personnel Services,ACCRUED LEAVE PAYOUT,"9,767.04",ACTUALS,,"2,015"
001,0001,4200624,420,Police,51010016,51,Personnel Services,VACATION,"43,502.57",ACTUALS,,"2,015"
001,0001,5500517,550,Parks,52280022,52,Professional Services,CHARGEBACK FUEL,"188,966.59",ACTUALS,,"2,015"
039,0175,3303900,330,Public Works,54040004,54,Capital Purchase,TESTING,"7,740.95",ACTUALS,,"2,015"
001,0001,1000401,100,Municipal Court,51010001,51,Personnel Services,SALARIES AND WAGES,"89,888.02",ACTUALS,,"2,015"
399,3501,3990603,399,Utilities,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,38.00,ACTUALS,,"2,015"
001,0001,1600110,160,Personnel,53010013,53,Materials and Supplies,NON-CAPITAL OFFICE MACHINES,"1,524.00",ACTUALS,,"2,015"
003,2147,3305602,330,Public Works,54010001,54,Capital Purchase,LAND,"859,073.00",ACTUALS,,"2,015"
022,0121,4200733,420,Police,52010037,52,Professional Services,VENDOR CONTRACT,50.00,ACTUALS,,"2,015"
019,6140,2408050,240,Planning,52550202,52,Professional Services,REHABILITATION,"99,346.00",ACTUALS,,"2,015"
019,6970,5509200,550,Parks,53040031,53,Materials and Supplies,OTHER EQUIPMENT,0.00,ACTUALS,,"2,015"
001,0001,4200105,420,Police,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"2,144.00",ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,282.05,ACTUALS,,"2,015"
511,0800,5112402,511,Airport,54190001,54,Capital Purchase,DEPRECIATION,0.00,ACTUALS,,"2,015"
001,0001,4200845,420,Police,51010016,51,Personnel Services,VACATION,"57,438.63",ACTUALS,,"2,015"
716,1780,0400406,040,City Manager,52010029,52,Professional Services,MISCELLANEOUS,204.34,ACTUALS,,"2,015"
001,0001,3500208,350,General Services,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS,"108,806.56",ACTUALS,,"2,015"
001,0001,5500309,550,Parks,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"10,679.50",ACTUALS,,"2,015"
370,0480,3990705,399,Utilities,51010016,51,Personnel Services,VACATION,"109,617.46",ACTUALS,,"2,015"
001,0001,4200101,420,Police,51010007,51,Personnel Services,OVERTIME WAGES,"4,927.03",ACTUALS,,"2,015"
399,3001,3990502,399,Utilities,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"19,687.83",ACTUALS,,"2,015"
020,0100,4200842,420,Police,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,663.25,ACTUALS,,"2,015"
399,3501,3990402,399,Utilities,52010028,52,Professional Services,MISCELLANEOUS SRVCS CONTRACTS,405.72,ACTUALS,,"2,015"
001,0001,9800001,980,Non Departmental,52070004,52,Professional Services,"WATER, SEWER & REFUSE","339,259.67",ACTUALS,,"2,015"
001,0001,2800504,280,Finance,51010007,51,Personnel Services,OVERTIME WAGES,"1,769.65",ACTUALS,,"2,015"
001,0001,5500206,550,Parks,51130004,51,Personnel Services,CAR ALLOWANCE,"2,538.38",ACTUALS,,"2,015"
001,0001,5500517,550,Parks,52400008,52,Professional Services,OPERATING LEASES,"2,736.00",ACTUALS,,"2,015"
022,0121,4200625,420,Police,52070007,52,Professional Services,NATURAL GAS,"2,543.46",ACTUALS,,"2,015"
399,3501,3990402,399,Utilities,52100001,52,Professional Services,LICENSES,174.00,ACTUALS,,"2,015"
060,0329,9801004,980,Non Departmental,52280001,52,Professional Services,CHARGEBACK-ADMIN SRVCS,"1,264.71",ACTUALS,,"2,015"
250,0460,2501601,250,Information Technology,52400010,52,Professional Services,COPIER LEASE,"4,700.62",ACTUALS,,"2,015"
330,0075,3300303,330,Public Works,52044007,52,Professional Services,NON-CAPITAL CONSTRUCTION,"-30,606.08",ACTUALS,,"2,015"
001,0001,4500402,450,Fire,53890002,53,Materials and Supplies,PURCHASE_DISCOUNT,-6.00,ACTUALS,,"2,015"
001,0001,5500309,550,Parks,51010001,51,Personnel Services,SALARIES AND WAGES,"135,537.91",ACTUALS,,"2,015"
019,6970,4209006,420,Police,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"9,023.64",ACTUALS,,"2,015"
019,6140,2408030,240,Planning,52550010,52,Professional Services,NHS CHDO,"166,064.38",ACTUALS,,"2,015"
001,0001,5800502,580,Development Services,52890002,52,Professional Services,SHIPPING / FREIGHT,408.63,ACTUALS,,"2,015"
001,0001,1000602,100,Municipal Court,52290010,52,Professional Services,CHARGEBACK-POSTAGE,"65,703.25",ACTUALS,,"2,015"
019,6140,2408070,240,Planning,52550058,52,Professional Services,OKC REHAB - OWNER,"30,339.00",ACTUALS,,"2,015"
511,0800,5112503,511,Airport,53040001,53,Materials and Supplies,JANITOR SUPPLIES,267.12,ACTUALS,,"2,015"
001,0001,5500207,550,Parks,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"4,980.00",ACTUALS,,"2,015"
001,0001,5500207,550,Parks,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"62,653.50",ACTUALS,,"2,015"
003,2090,3305003,330,Public Works,54040001,54,Capital Purchase,ARCHITECT & ENGINEERING,"31,010.46",ACTUALS,,"2,015"
065,5150,5200105,520,Public Transportation,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"105,758.84",ACTUALS,,"2,015"
003,2080,3305008,330,Public Works,52044025,52,Professional Services,NON-CAPITAL ADMIN COST,"1,148.64",ACTUALS,,"2,015"
022,0121,4200732,420,Police,52890002,52,Professional Services,SHIPPING / FREIGHT,-0.36,ACTUALS,,"2,015"
001,0001,5500517,550,Parks,51010016,51,Personnel Services,VACATION,"144,748.81",ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,52340034,52,Professional Services,OTHER REPAIRS AND MAINTENANCE,335.50,ACTUALS,,"2,015"
330,0075,3301110,330,Public Works,51010007,51,Personnel Services,OVERTIME WAGES,"1,325.00",ACTUALS,,"2,015"
285,0465,2800110,280,Finance,51510004,51,Personnel Services,EMPLOYEE PARKING,306.73,ACTUALS,,"2,015"
020,0100,4200845,420,Police,51130001,51,Personnel Services,UNIFORM ALLOWANCE,"5,783.88",ACTUALS,,"2,015"
330,0075,3300303,330,Public Works,51510004,51,Personnel Services,EMPLOYEE PARKING,970.09,ACTUALS,,"2,015"
019,6970,3309200,330,Public Works,53040036,53,Materials and Supplies,ASPHALT ROAD MATERIALS,"8,370.43",ACTUALS,,"2,015"
285,0465,2800701,280,Finance,51010001,51,Personnel Services,SALARIES AND WAGES,"634,955.99",ACTUALS,,"2,015"
001,0001,5500517,550,Parks,52010028,52,Professional Services,MISCELLANEOUS SRVCS CONTRACTS,"49,613.92",ACTUALS,,"2,015"
019,6140,2408000,240,Planning,52550004,52,Professional Services,OKC HOUSING AUTHORITY,"234,897.00",ACTUALS,,"2,015"
399,3001,3990503,399,Utilities,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"141,879.41",ACTUALS,,"2,015"
003,2137,3305601,330,Public Works,54040001,54,Capital Purchase,ARCHITECT & ENGINEERING,"6,467.95",ACTUALS,,"2,015"
003,2157,3305001,330,Public Works,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,"3,917.45",ACTUALS,,"2,015"
020,0100,4200621,420,Police,51010022,51,Personnel Services,SALARY ADJUSTMENTS,0.00,ACTUALS,,"2,015"
003,2147,3305401,330,Public Works,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,"28,360.18",ACTUALS,,"2,015"
330,0075,3301106,330,Public Works,51010001,51,Personnel Services,SALARIES AND WAGES,"374,865.64",ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"234,163.12",ACTUALS,,"2,015"
001,0001,5500515,550,Parks,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"21,966.38",ACTUALS,,"2,015"
001,0001,5500410,550,Parks,51130004,51,Personnel Services,CAR ALLOWANCE,754.46,ACTUALS,,"2,015"
001,0001,3300802,330,Public Works,52280022,52,Professional Services,CHARGEBACK FUEL,"1,016.96",ACTUALS,,"2,015"
250,0460,2501402,250,Information Technology,51010001,51,Personnel Services,SALARIES AND WAGES,"503,971.96",ACTUALS,,"2,015"
330,0075,3300601,330,Public Works,51010001,51,Personnel Services,SALARIES AND WAGES,"236,367.26",ACTUALS,,"2,015"
022,0121,4200625,420,Police,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"4,376.03",ACTUALS,,"2,015"
001,0001,0400204,040,City Manager,52010028,52,Professional Services,MISCELLANEOUS SRVCS CONTRACTS,"7,680.00",ACTUALS,,"2,015"
399,3001,3990204,399,Utilities,52010058,52,Professional Services,ITC MICROSOFT LICENSING,293.50,ACTUALS,,"2,015"
001,0001,3300301,330,Public Works,51010010,51,Personnel Services,ACCRUED LEAVE PAYOUT,"38,640.71",ACTUALS,,"2,015"
001,0001,2800401,280,Finance,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"31,955.58",ACTUALS,,"2,015"
043,0450,0400303,040,City Manager,54164010,54,Capital Purchase,EQUIPMENT,"55,350.00",ACTUALS,,"2,015"
001,0001,5800401,580,Development Services,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,347.50,ACTUALS,,"2,015"
001,0001,5800503,580,Development Services,51010016,51,Personnel Services,VACATION,"10,616.24",ACTUALS,,"2,015"
019,6970,3309200,330,Public Works,54165004,54,Capital Purchase,VEHICLES,"159,708.00",ACTUALS,,"2,015"
003,2127,3305003,330,Public Works,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,"42,878.68",ACTUALS,,"2,015"
001,0001,1600302,160,Personnel,51130004,51,Personnel Services,CAR ALLOWANCE,905.35,ACTUALS,,"2,015"
001,0001,5800401,580,Development Services,51070003,51,Personnel Services,INDEMNITY ADMIN,155.05,ACTUALS,,"2,015"
001,0001,3300803,330,Public Works,51010007,51,Personnel Services,OVERTIME WAGES,"15,573.12",ACTUALS,,"2,015"
001,0001,4200732,420,Police,51010016,51,Personnel Services,VACATION,"317,083.34",ACTUALS,,"2,015"
001,0001,1600203,160,Personnel,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"13,868.32",ACTUALS,,"2,015"
001,0001,2400507,240,Planning,51510004,51,Personnel Services,EMPLOYEE PARKING,"7,325.68",ACTUALS,,"2,015"
003,2127,3305412,330,Public Works,59010199,59,Transfers,TRANSFER TO SPECIAL PURPOSE,"5,183.00",ACTUALS,,"2,015"
250,0460,2501404,250,Information Technology,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"1,744.94",ACTUALS,,"2,015"
350,0455,3500101,350,General Services,51010016,51,Personnel Services,VACATION,"1,076.97",ACTUALS,,"2,015"
001,0001,5500101,550,Parks,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"54,154.47",ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,52010007,52,Professional Services,MAINTENANCE SERVICES CONTRACT,648.37,ACTUALS,,"2,015"
001,0001,3300514,330,Public Works,52280020,52,Professional Services,CHGBCK-NON-TAR REP LBR & PARTS,50.00,ACTUALS,,"2,015"
001,0001,4200109,420,Police,52890002,52,Professional Services,SHIPPING / FREIGHT,85.00,ACTUALS,,"2,015"
001,0001,0700601,070,Municipal Counselor,51070002,51,Personnel Services,HMO ADMIN,12.24,ACTUALS,,"2,015"
001,0001,5800501,580,Development Services,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"4,219.53",ACTUALS,,"2,015"
399,3001,3990505,399,Utilities,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"82,157.76",ACTUALS,,"2,015"
001,0001,3500208,350,General Services,52280019,52,Professional Services,CHARGEBACK-VEHICLE MAINTENANCE,"63,651.00",ACTUALS,,"2,015"
001,0001,4200109,420,Police,51010001,51,Personnel Services,SALARIES AND WAGES,"206,613.12",ACTUALS,,"2,015"
330,0075,3301106,330,Public Works,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"2,437.40",ACTUALS,,"2,015"
700,1750,0400402,040,City Manager,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,"6,564.97",ACTUALS,,"2,015"
001,0001,3300902,330,Public Works,53040031,53,Materials and Supplies,OTHER EQUIPMENT,48.83,ACTUALS,,"2,015"
001,0001,5500410,550,Parks,52290020,52,Professional Services,CHARGEBACK-NATURAL GAS,"7,477.71",ACTUALS,,"2,015"
017,0503,4200847,420,Police,52049001,52,Professional Services,EMPLOYEE TRAINING,200.00,ACTUALS,,"2,015"
001,0001,5500516,550,Parks,51130010,51,Personnel Services,MILEAGE REIMBURSEMENT,2.11,ACTUALS,,"2,015"
001,0001,0400302,040,City Manager,51510004,51,Personnel Services,EMPLOYEE PARKING,909.00,ACTUALS,,"2,015"
250,0460,2501307,250,Information Technology,51510004,51,Personnel Services,EMPLOYEE PARKING,"5,663.40",ACTUALS,,"2,015"
399,3001,3990507,399,Utilities,51010007,51,Personnel Services,OVERTIME WAGES,"66,012.16",ACTUALS,,"2,015"
003,2030,3305502,330,Public Works,52044025,52,Professional Services,NON-CAPITAL ADMIN COST,464.98,ACTUALS,,"2,015"
019,6140,2408070,240,Planning,51070003,51,Personnel Services,INDEMNITY ADMIN,76.96,ACTUALS,,"2,015"
511,0800,5112203,511,Airport,51070003,51,Personnel Services,INDEMNITY ADMIN,229.74,ACTUALS,,"2,015"
750,1642,5502032,550,Parks,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"21,008.00",ACTUALS,,"2,015"
019,6830,3309200,330,Public Works,53040031,53,Materials and Supplies,OTHER EQUIPMENT,0.00,ACTUALS,,"2,015"
001,0001,3500208,350,General Services,52340037,52,Professional Services,BUILDING MAINTENANCE-FIRE,"39,332.90",ACTUALS,,"2,015"
399,3501,3990403,399,Utilities,53890004,53,Materials and Supplies,CLOTHING & OTHER,"1,920.84",ACTUALS,,"2,015"
