budget_year,department,fund_code,account_type,account_category,amount
FY13-14,Community Services,1010,Expense,,1177
FY13-14,Community Services,1010,Expense,,66739
FY13-14,Community Services,1010,Expense,,4068
FY13-14,Community Services,1010,Expense,,11431
FY13-14,Community Services,1010,Expense,,1484
FY13-14,Community Services,1010,Expense,,84156
FY13-14,Community Services,1010,Expense,,5130
FY13-14,Community Services,1010,Expense,,14414
FY13-14,Community Services,1010,Expense,,2031
FY13-14,Community Services,1010,Expense,,115136
FY13-14,Community Services,1010,Expense,,7018
FY13-14,Community Services,1010,Expense,,19721
FY13-14,Community Services,1010,Expense,,1660
FY13-14,Community Services,1010,Expense,,2760
FY13-14,Community Services,1010,Expense,,1660
FY13-14,Community Services,1010,Expense,,3520
FY13-14,Community Services,1010,Expense,,2210
FY13-14,Community Services,1010,Expense,,2180
FY13-14,Community Services,1010,Expense,,2190
FY13-14,Community Services,1010,Expense,,2180
FY13-14,Community Services,1010,Expense,,2190
FY13-14,Community Services,1010,Expense,,1950
FY13-14,Community Services,1010,Expense,,540
FY13-14,Community Services,1010,Expense,,900
FY13-14,Community Services,1010,Expense,,540
FY13-14,Community Services,1010,Expense,,900
FY13-14,Community Services,1010,Expense,,720
FY13-14,Community Services,1010,Expense,,1700
FY13-14,Community Services,1010,Expense,,2830
FY13-14,Community Services,1010,Expense,,1700
FY13-14,Community Services,1010,Expense,,2830
FY13-14,Community Services,1010,Expense,,2260
FY13-14,Community Services,1010,Expense,,2120
FY13-14,Community Services,1010,Expense,,3540
FY13-14,Community Services,1010,Expense,,2120
FY13-14,Community Services,1010,Expense,,4440
FY13-14,Community Services,1010,Expense,,2830
FY13-14,Community Services,1010,Expense,,200
FY13-14,Community Services,1010,Expense,,330
FY13-14,Community Services,1010,Expense,,200
FY13-14,Community Services,1010,Expense,,330
FY13-14,Community Services,1010,Expense,,260
FY13-14,Community Services,1010,Expense,,870
FY13-14,Community Services,1010,Expense,,1450
FY13-14,Community Services,1010,Expense,,870
FY13-14,Community Services,1010,Expense,,1450
FY13-14,Community Services,1010,Expense,,1160
FY13-14,Community Services,1010,Expense,,250
FY13-14,Community Services,1010,Expense,,150
FY13-14,Community Services,1010,Expense,,250
FY13-14,Community Services,1010,Expense,,200
FY13-14,Community Services,1010,Expense,,780
FY13-14,Community Services,1010,Expense,,1300
FY13-14,Community Services,1010,Expense,,780
FY13-14,Community Services,1010,Expense,,4370
FY13-14,Community Services,1010,Expense,,1040
FY13-14,Community Services,1010,Expense,,560
FY13-14,Community Services,1010,Expense,,930
FY13-14,Community Services,1010,Expense,,560
FY13-14,Community Services,1010,Expense,,930
FY13-14,Community Services,1010,Expense,,740
FY13-14,Community Services,1010,Expense,,830
FY13-14,Community Services,1010,Expense,,830
FY13-14,Community Services,1010,Expense,,30
FY13-14,Community Services,1010,Expense,,910
FY13-14,Community Services,1010,Expense,,120
FY13-14,Community Services,1010,Expense,,730
FY13-14,Community Services,1010,Expense,,578624
FY13-14,Community Services,1010,Expense,,2991
FY13-14,Community Services,1010,Expense,,9225
FY13-14,Community Services,1010,Expense,,75121
FY13-14,Community Services,1010,Expense,,-955350
FY13-14,Community Services,2112,Expense,,-17881
FY13-14,Community Services,2112,Expense,,-80684
FY13-14,Community Services,2159,Expense,,33852
FY13-14,Community Services,2159,Expense,,48966
FY13-14,Community Services,2159,Expense,,74708
FY13-14,Community Services,2159,Expense,,825
FY13-14,Community Services,2159,Expense,,13531
FY13-14,Community Services,2159,Expense,,9353
FY13-14,Community Services,2159,Expense,,20644
FY13-14,Community Services,2159,Expense,,17062
FY13-14,Community Services,2159,Expense,,11795
FY13-14,Community Services,2159,Expense,,26031
FY13-14,Community Services,2159,Expense,,23343
FY13-14,Community Services,2159,Expense,,16137
FY13-14,Community Services,2159,Expense,,35614
FY13-14,Community Services,2159,Expense,,6077
FY13-14,Community Services,2159,Expense,,2
FY13-14,Community Services,2159,Expense,,80
FY13-14,Community Services,2159,Expense,,1000
FY13-14,Community Services,2159,Expense,,5658
FY13-14,Community Services,2159,Expense,,1917
FY13-14,Community Services,2159,Expense,,264
FY13-14,Community Services,2159,Expense,,577
FY13-14,Community Services,2159,Expense,,8081
FY13-14,Community Services,2159,Expense,,5586
FY13-14,Community Services,2159,Expense,,12329
FY13-14,Community Services,2159,Expense,,21449
FY13-14,Community Services,2159,Expense,,14828
FY13-14,Community Services,2159,Expense,,32725
FY13-14,Community Services,1010,Expense,,63296
FY13-14,Community Services,1010,Expense,,16021
FY13-14,Community Services,1010,Expense,,59946
FY13-14,Community Services,1010,Expense,,17489
FY13-14,Community Services,1010,Expense,,4427
FY13-14,Community Services,1010,Expense,,16565
FY13-14,Community Services,1010,Expense,,22054
FY13-14,Community Services,1010,Expense,,5582
FY13-14,Community Services,1010,Expense,,20888
FY13-14,Community Services,1010,Expense,,30173
FY13-14,Community Services,1010,Expense,,7637
FY13-14,Community Services,1010,Expense,,28576
FY13-14,Community Services,1010,Expense,,293809
FY13-14,Community Services,1010,Expense,,37635
FY13-14,Community Services,1010,Expense,,2113
FY13-14,Community Services,1010,Expense,,3957
FY13-14,Community Services,1010,Expense,,81185
FY13-14,Community Services,1010,Expense,,10400
FY13-14,Community Services,1010,Expense,,102374
FY13-14,Community Services,1010,Expense,,13114
FY13-14,Community Services,1010,Expense,,140061
FY13-14,Community Services,1010,Expense,,17941
FY13-14,Community Services,1010,Expense,,11300
FY13-14,Community Services,1010,Expense,,32253
FY13-14,Community Services,1010,Expense,,46879
FY13-14,Community Services,1010,Expense,,14233
FY13-14,Community Services,1010,Expense,,4037
FY13-14,Community Services,1010,Expense,,60600
FY13-14,Community Services,1010,Expense,,13393
FY13-14,Community Services,1010,Expense,,24612
FY13-14,Community Services,1010,Expense,,200199
FY13-14,Community Services,1010,Expense,,250853
FY13-14,Community Services,1010,Expense,,157944
FY13-14,Community Services,1010,Expense,,34001
FY13-14,Community Services,1010,Expense,,45000
FY13-14,Community Services,1010,Expense,,79832
FY13-14,Community Services,1010,Expense,,40000
FY13-14,Community Services,1010,Expense,,153000
FY13-14,Community Services,1010,Expense,,58020
FY13-14,Community Services,2102,Expense,,219000
FY13-14,Community Services,2102,Expense,,20000
FY13-14,Community Services,2102,Expense,,2000
FY13-14,Community Services,2102,Expense,,4000
FY13-14,Community Services,2102,Expense,,300000
FY13-14,Community Services,2128,Expense,,2910815
FY13-14,Community Services,2128,Expense,,445559
FY13-14,Community Services,2128,Expense,,25969
FY13-14,Community Services,2128,Expense,,87691
FY13-14,Community Services,2128,Expense,,3972
FY13-14,Community Services,2128,Expense,,3003
FY13-14,Community Services,2128,Expense,,9610
FY13-14,Community Services,2128,Expense,,51911
FY13-14,Community Services,2128,Expense,,680
FY13-14,Community Services,2128,Expense,,123122
FY13-14,Community Services,2128,Expense,,823686
FY13-14,Community Services,2128,Expense,,1038678
FY13-14,Community Services,2128,Expense,,155253
FY13-14,Community Services,2128,Expense,,1423637
FY13-14,Community Services,2128,Expense,,214417
FY13-14,Community Services,2128,Expense,,661
FY13-14,Community Services,2128,Expense,,974
FY13-14,Community Services,2128,Expense,,10000
FY13-14,Community Services,2128,Expense,,36030
FY13-14,Community Services,2128,Expense,,500
FY13-14,Community Services,2128,Expense,,1500
FY13-14,Community Services,2128,Expense,,10000
FY13-14,Community Services,2128,Expense,,71666
FY13-14,Community Services,2128,Expense,,41470
FY13-14,Community Services,2128,Expense,,5549
FY13-14,Community Services,2128,Expense,,12300
FY13-14,Community Services,2128,Expense,,13689
FY13-14,Community Services,2128,Expense,,1200
FY13-14,Community Services,2128,Expense,,61276
FY13-14,Community Services,2128,Expense,,15176
FY13-14,Community Services,2128,Expense,,5000
FY13-14,Community Services,2128,Expense,,2000
FY13-14,Community Services,2128,Expense,,3620
FY13-14,Community Services,2128,Expense,,5941
FY13-14,Community Services,2128,Expense,,6310
FY13-14,Community Services,2128,Expense,,9700
FY13-14,Community Services,2128,Expense,,2500
FY13-14,Community Services,2128,Expense,,6750
FY13-14,Community Services,2128,Expense,,1750
FY13-14,Community Services,2128,Expense,,2104
FY13-14,Community Services,2128,Expense,,30336
FY13-14,Community Services,2128,Expense,,60000
FY13-14,Community Services,2128,Expense,,26700
FY13-14,Community Services,2128,Expense,,35000
FY13-14,Community Services,2128,Expense,,353351
FY13-14,Community Services,2128,Expense,,106620
FY13-14,Community Services,2128,Expense,,1600
FY13-14,Community Services,2128,Expense,,1000
FY13-14,Community Services,2128,Expense,,6700
FY13-14,Community Services,2128,Expense,,7500
FY13-14,Community Services,2128,Expense,,7500
FY13-14,Community Services,2128,Expense,,700
FY13-14,Community Services,2128,Expense,,5500
FY13-14,Community Services,2128,Expense,,4000
FY13-14,Community Services,2128,Expense,,1400
FY13-14,Community Services,2128,Expense,,8332
FY13-14,Community Services,2128,Expense,,10814
FY13-14,Community Services,2128,Expense,,766
FY13-14,Community Services,2128,Expense,,35461
FY13-14,Community Services,2128,Expense,,3767
FY13-14,Community Services,2128,Expense,,12310
FY13-14,Community Services,2128,Expense,,1500
FY13-14,Community Services,2128,Expense,,600
FY13-14,Community Services,2128,Expense,,3400
FY13-14,Community Services,2128,Expense,,600
FY13-14,Community Services,2128,Expense,,6300
FY13-14,Community Services,2128,Expense,,110000
FY13-14,Community Services,2128,Expense,,12322
FY13-14,Community Services,2128,Expense,,7500
FY13-14,Community Services,2128,Expense,,2700
FY13-14,Community Services,2128,Expense,,600
FY13-14,Community Services,2128,Expense,,8000
FY13-14,Community Services,2128,Expense,,95084
FY13-14,Community Services,2128,Expense,,9500
FY13-14,Community Services,2128,Expense,,2100
FY13-14,Community Services,2128,Expense,,60101
FY13-14,Community Services,2128,Expense,,2200909
FY13-14,Community Services,2128,Expense,,2239607
FY13-14,Community Services,2128,Expense,,21508
FY13-14,Community Services,2128,Expense,,57923
FY13-14,Community Services,2128,Expense,,8000
FY13-14,Community Services,2128,Expense,,6166
FY13-14,Community Services,2128,Expense,,159359
FY13-14,Community Services,2128,Expense,,2800
FY13-14,Community Services,2128,Expense,,12200
FY13-14,Community Services,2128,Expense,,8000
FY13-14,Community Services,2128,Expense,,548430
FY13-14,Community Services,2128,Expense,,617124
FY13-14,Community Services,2128,Expense,,684
FY13-14,Community Services,2128,Expense,,11000
FY13-14,Community Services,2128,Expense,,5694
FY13-14,Community Services,2128,Expense,,9455
FY13-14,Community Services,2128,Expense,,1195
FY13-14,Community Services,2128,Expense,,62264
FY13-14,Community Services,2128,Expense,,1933
FY13-14,Community Services,2128,Expense,,1814
FY13-14,Community Services,2128,Expense,,15000
FY13-14,Community Services,2128,Expense,,10228
FY13-14,Community Services,2128,Expense,,6938
FY13-14,Community Services,2128,Expense,,500
FY13-14,Community Services,2128,Expense,,2469
FY13-14,Community Services,2128,Expense,,16196
FY13-14,Community Services,2128,Expense,,19297
FY13-14,Community Services,2128,Expense,,5000
FY13-14,Community Services,2128,Expense,,25000
FY13-14,Community Services,2128,Expense,,149778
FY13-14,Community Services,2128,Expense,,770150
FY13-14,Community Services,2128,Expense,,-243344
FY13-14,Community Services,2128,Expense,,-11100
FY13-14,Community Services,2128,Expense,,-71989
FY13-14,Community Services,2128,Expense,,76888
FY13-14,Community Services,2128,Expense,,494209
FY13-14,Community Services,2128,Expense,,1311776
FY13-14,Community Services,2128,Expense,,204084
FY13-14,Community Services,2128,Expense,,-1088022
FY13-14,Community Services,2138,Expense,,50000
FY13-14,Community Services,2138,Expense,,3421
FY13-14,Community Services,2138,Expense,,95262
FY13-14,Community Services,2138,Expense,,767
FY13-14,Community Services,2138,Expense,,29079
FY13-14,Community Services,2138,Expense,,758943
FY13-14,Community Services,2128,Expense,,169888
FY13-14,Community Services,2128,Expense,,426080
FY13-14,Community Services,2128,Expense,,2442
FY13-14,Community Services,2128,Expense,,4863
FY13-14,Community Services,2128,Expense,,46944
FY13-14,Community Services,2128,Expense,,117737
FY13-14,Community Services,2128,Expense,,148463
FY13-14,Community Services,2128,Expense,,59196
FY13-14,Community Services,2128,Expense,,203113
FY13-14,Community Services,2128,Expense,,80988
FY13-14,Community Services,2128,Expense,,28036
FY13-14,Community Services,2128,Expense,,70316
FY13-14,Community Services,2128,Expense,,74417
FY13-14,Community Services,2128,Expense,,186638
FY13-14,Community Services,2128,Expense,,600
FY13-14,Community Services,2128,Expense,,10500
FY13-14,Community Services,2128,Expense,,1750
FY13-14,Community Services,2128,Expense,,1000
FY13-14,Community Services,2128,Expense,,10330
FY13-14,Community Services,2128,Expense,,2800
FY13-14,Community Services,2128,Expense,,2500
FY13-14,Community Services,1010,Expense,,4864
FY13-14,Community Services,1010,Expense,,1344
FY13-14,Community Services,1010,Expense,,1695
FY13-14,Community Services,1010,Expense,,2319
FY13-14,Community Services,2128,Expense,,31629
FY13-14,Community Services,2128,Expense,,367522
FY13-14,Community Services,2128,Expense,,109525
FY13-14,Community Services,2128,Expense,,304
FY13-14,Community Services,2128,Expense,,30266
FY13-14,Community Services,2128,Expense,,101554
FY13-14,Community Services,2128,Expense,,8739
FY13-14,Community Services,2128,Expense,,11021
FY13-14,Community Services,2128,Expense,,128058
FY13-14,Community Services,2128,Expense,,38163
FY13-14,Community Services,2128,Expense,,175199
FY13-14,Community Services,2128,Expense,,52212
FY13-14,Community Services,2128,Expense,,15076
FY13-14,Community Services,2128,Expense,,5220
FY13-14,Community Services,2128,Expense,,18075
FY13-14,Community Services,2128,Expense,,60652
FY13-14,Community Services,2128,Expense,,160987
FY13-14,Community Services,2128,Expense,,13854
FY13-14,Community Services,2128,Expense,,47976
FY13-14,Community Services,2102,Expense,,-9995
FY13-14,Community Services,2102,Expense,,214766
FY13-14,Community Services,2102,Expense,,6978
FY13-14,Community Services,2102,Expense,,9995
FY13-14,Community Services,2102,Expense,,12603
FY13-14,Community Services,2102,Expense,,30310
FY13-14,Community Services,2102,Expense,,6322
FY13-14,Community Services,2102,Expense,,800
FY13-14,Community Services,2102,Expense,,500
FY13-14,Community Services,2102,Expense,,500
FY13-14,Community Services,2102,Expense,,265894
FY13-14,Community Services,2102,Expense,,1300
FY13-14,Community Services,2102,Expense,,6008
FY13-14,Community Services,2102,Expense,,4000
FY13-14,Community Services,2102,Expense,,19
FY13-14,Community Services,2102,Expense,,27769
FY13-14,Community Services,2102,Expense,,73708
FY13-14,Community Services,2102,Expense,,-27769
FY13-14,Community Services,1010,Expense,,48966
FY13-14,Community Services,1010,Expense,,63127
FY13-14,Community Services,1010,Expense,,330
FY13-14,Community Services,1010,Expense,,13531
FY13-14,Community Services,1010,Expense,,17444
FY13-14,Community Services,1010,Expense,,17062
FY13-14,Community Services,1010,Expense,,21996
FY13-14,Community Services,1010,Expense,,23343
FY13-14,Community Services,1010,Expense,,30094
FY13-14,Community Services,1010,Expense,,1000
FY13-14,Community Services,1010,Expense,,10000
FY13-14,Community Services,1010,Expense,,1000
FY13-14,Community Services,1010,Expense,,1550
FY13-14,Community Services,1010,Expense,,1000
FY13-14,Community Services,1010,Expense,,3890
FY13-14,Community Services,1010,Expense,,5800
FY13-14,Community Services,1010,Expense,,800
FY13-14,Community Services,1010,Expense,,150000
FY13-14,Community Services,1010,Expense,,56250
FY13-14,Community Services,1010,Expense,,1000
FY13-14,Community Services,1010,Expense,,100
FY13-14,Community Services,1780,Expense,,325616
FY13-14,Community Services,1780,Expense,,1320
FY13-14,Community Services,1780,Expense,,89977
FY13-14,Community Services,1780,Expense,,113457
FY13-14,Community Services,1780,Expense,,155225
FY13-14,Community Services,1780,Expense,,6202
FY13-14,Community Services,1780,Expense,,3000
FY13-14,Community Services,1780,Expense,,3000
FY13-14,Community Services,1780,Expense,,6000
