"Account.Description","LOBName","ProgramName","OperatingUnitDescription","FundDescription","Total"
"NON-CAPITAL FURNITURE & FIXTUR","Public Information & Marketing","PUBLIC INFORMATION & MARKETING","GENERAL OPERATIONS-UASN","GENERAL FUND",3880
"NON-CAPITAL FURNITURE & FIXTUR","Public Works - CIP","CIP-PUBLIC WORKS","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",109801
"NON-CAPITAL FURNITURE & FIXTUR","Public Works Administration","PUB WORKS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",21544
"NON-CAPITAL FURNITURE & FIXTUR","Street & Drainage Maint","STREETS","GENERAL OPERATIONS-UASN","GENERAL FUND",10000
"NON-CAPITAL FURNITURE & FIXTUR","Street & Drainage Maint","TRAFFIC OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",1400
"NON-CAPITAL FURNITURE & FIXTUR","Support Services","FIRE MAINTENANCE SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",40000
"NON-CAPITAL FURNITURE & FIXTUR","Traffic","TRAFFIC AND TRANSPORTATION","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"NON-CAPITAL FURNITURE & FIXTUR","Urban Design And Planning","COMPREHENSIVE PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",2835
"NON-CAPITAL FURNITURE & FIXTUR","Urban Redevelopment","PLANNING URBAN REDEV PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",3000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WASTEWATER CITY OPERATIONS","WATER UTILITIES",3000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WATER CITY OPERATIONS","WATER UTILITIES",3000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WASTEWATER CITY OPERATIONS","WATER UTILITIES",12990
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WATER CITY OPERATIONS","WATER UTILITIES",10425
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES ENGINEERING LOB","UTILITIES DESIGN","WASTEWATER CITY OPERATIONS","WATER UTILITIES",1800
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES ENGINEERING LOB","UTILITIES DESIGN","WATER CITY OPERATIONS","WATER UTILITIES",1800
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES LINE MAINT LOB","UTILIITIES WW LINE MAINT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",1000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES LINE MAINT LOB","UTILITIES WATER LINE MAINT","WATER CITY OPERATIONS","WATER UTILITIES",1000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES SOLID WASTE LOB","UTILITIES SW QUAL CONTROL SUPP","SOLID WASTE CASH ACCOUNT","SOLID WASTE MANAGEMENT",5000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WASTEWATER QUAL LOB","UTILITIES LIFT STATION","WASTEWATER CITY OPERATIONS","WATER UTILITIES",2500
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WASTEWATER QUAL LOB","UTILITIES WASTEWATER TREATMENT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",1691
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WATER QUALITY LOB","UTILITIES DRAPER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",1090
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WATER QUALITY LOB","UTILITIES HEFNER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",1400
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WATER QUALITY LOB","UTILITIES LAB AND SYS QUALITY","WATER CITY OPERATIONS","WATER UTILITIES",281
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WATER QUALITY LOB","UTILITIES OVERHOLSER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",2000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WATER QUALITY LOB","UTILITIES RAW WATER","WATER CITY OPERATIONS","WATER UTILITIES",3000
"NON-CAPITAL FURNITURE & FIXTUR","UTILITIES WATER QUALITY LOB","UTILITIES TRUST PROPERTY MAINT","WATER CITY OPERATIONS","WATER UTILITIES",2400
"NON-CAPITAL OFFICE MACHINES","Administration","BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",4763
"NON-CAPITAL OFFICE MACHINES","Airport Administration","AIRPORTS EXEC LEADERSHIP","AIRPORTS CITY OPERATIONS","AIRPORTS",1500
"NON-CAPITAL OFFICE MACHINES","Airport General Aviation","OPERATIONS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",600
"NON-CAPITAL OFFICE MACHINES","Airport Maintenance","AIRPORTS BUILDING MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",250
"NON-CAPITAL OFFICE MACHINES","City Manager MAPS Office","MAPS3","MAPS3 USE TAX-CMTD","MAPS3 USE TAX",4500
"NON-CAPITAL OFFICE MACHINES","City Manager MAPS Office","OCMAPS SCHOOL CONSTRUCTION","CITY/SCHOOLS SALES TAX-RSTR","CITY/SCHOOLS SALES TAX",10000
"NON-CAPITAL OFFICE MACHINES","City Treasury","TREASURY","GENERAL OPERATIONS-UASN","GENERAL FUND",2000
"NON-CAPITAL OFFICE MACHINES","Code Enforcement","VACANT AND ABANDONED BUILDINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",24750
"NON-CAPITAL OFFICE MACHINES","Court Operations","COURT FACILITY OPERATIONS","COURTS ADMIN & TRAN-RSTR","COURT ADMIN & TRAINING",12210
"NON-CAPITAL OFFICE MACHINES","Court Operations","COURT FACILITY OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",61279
"NON-CAPITAL OFFICE MACHINES","Criminal Justice","MUN COUN PROSECUTION","JUV JUSTICE-RSTR","GENERAL FUND",1267
"NON-CAPITAL OFFICE MACHINES","Current Planning","CODE ADMINISTRATION","GENERAL OPERATIONS-UASN","GENERAL FUND",430
"NON-CAPITAL OFFICE MACHINES","Development Center","CONSTRUCTION INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",20888
"NON-CAPITAL OFFICE MACHINES","Development Center","PERMITS","GENERAL OPERATIONS-UASN","GENERAL FUND",2278
"NON-CAPITAL OFFICE MACHINES","Development Center","PLAN REVIEW","GENERAL OPERATIONS-UASN","GENERAL FUND",6379
"NON-CAPITAL OFFICE MACHINES","Drainage Administration","STRMWTR CONSTR/INDUSTR PERMIT","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",15000
"NON-CAPITAL OFFICE MACHINES","Field Services","CONSTR INSPECTION/QUALITY CTRL","GENERAL OPERATIONS-UASN","GENERAL FUND",600
"NON-CAPITAL OFFICE MACHINES","Finanacial Planning and Mgmt","FIN REPORTING AND COMPLIANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",4817
"NON-CAPITAL OFFICE MACHINES","Finance Administration","FINANCE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",7667
"NON-CAPITAL OFFICE MACHINES","Fire Administration","FIRE BUSINESS SERVICES","FIRE SALES TAX-RSTR","FIRE",40000
"NON-CAPITAL OFFICE MACHINES","Fire Administration","FIRE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",25000
"NON-CAPITAL OFFICE MACHINES","General Services Bldg Mgmt","GEN SVCS BUILDING REPAIR MAINT","GENERAL OPERATIONS-UASN","GENERAL FUND",1000
"NON-CAPITAL OFFICE MACHINES","Municipal Counselor Admin","MUN COUN BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",3654
"NON-CAPITAL OFFICE MACHINES","Parks Administration","PARKS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",11150
"NON-CAPITAL OFFICE MACHINES","Parks Administration","PARKS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",1050
"NON-CAPITAL OFFICE MACHINES","Parks Civic Center","BOX OFFICE","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NON-CAPITAL OFFICE MACHINES","Parks Civic Center","PERFORMANCE SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",1000
"NON-CAPITAL OFFICE MACHINES","Parks Grounds Management","FORESTRY","GENERAL OPERATIONS-UASN","GENERAL FUND",1374
"NON-CAPITAL OFFICE MACHINES","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",4007
"NON-CAPITAL OFFICE MACHINES","Parks Horticulture & Gardens","FISHERIES MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",70
"NON-CAPITAL OFFICE MACHINES","Parks Recreation","AQUATICS","GENERAL OPERATIONS-UASN","GENERAL FUND",280
"NON-CAPITAL OFFICE MACHINES","Parks Recreation","ATHLETICS","GENERAL OPERATIONS-UASN","GENERAL FUND",210
"NON-CAPITAL OFFICE MACHINES","Parks Recreation","GENERAL RECREATION","GENERAL OPERATIONS-UASN","GENERAL FUND",700
"NON-CAPITAL OFFICE MACHINES","Parks Recreation","SENIORS","GENERAL OPERATIONS-UASN","GENERAL FUND",70
"NON-CAPITAL OFFICE MACHINES","Parks Recreation","SPECIAL EVENTS","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"NON-CAPITAL OFFICE MACHINES","Personnel Administration","HR BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",1524
"NON-CAPITAL OFFICE MACHINES","Police Operational","POLICE YOUTH SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NON-CAPITAL OFFICE MACHINES","Public Information & Marketing","CM PRINT SHOP","PRINT SHOP","PRINT SHOP",1000
"NON-CAPITAL OFFICE MACHINES","Public Works Administration","PUB WORKS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",16700
"NON-CAPITAL OFFICE MACHINES","Street & Drainage Maint","DRAINAGE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",6000
"NON-CAPITAL OFFICE MACHINES","Street & Drainage Maint","STREETS","GENERAL OPERATIONS-UASN","GENERAL FUND",10000
"NON-CAPITAL OFFICE MACHINES","Street & Drainage Maint","TRAFFIC OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",1600
"NON-CAPITAL OFFICE MACHINES","Traffic","TRAFFIC AND TRANSPORTATION","GENERAL OPERATIONS-UASN","GENERAL FUND",1000
"NON-CAPITAL OFFICE MACHINES","Traffic","TRAFFIC ENGINEERING","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"NON-CAPITAL OFFICE MACHINES","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WASTEWATER CITY OPERATIONS","WATER UTILITIES",1000
"NON-CAPITAL OFFICE MACHINES","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WATER CITY OPERATIONS","WATER UTILITIES",1000
"NON-CAPITAL OFFICE MACHINES","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WASTEWATER CITY OPERATIONS","WATER UTILITIES",7170
"NON-CAPITAL OFFICE MACHINES","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WATER CITY OPERATIONS","WATER UTILITIES",5250
"NON-CAPITAL OFFICE MACHINES","UTILITIES LINE MAINT LOB","UTILIITIES WW LINE MAINT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",1000
"NON-CAPITAL OFFICE MACHINES","UTILITIES LINE MAINT LOB","UTILITIES WATER LINE MAINT","WATER CITY OPERATIONS","WATER UTILITIES",1000
"NON-CAPITAL OFFICE MACHINES","UTILITIES SOLID WASTE LOB","UTILITIES SW QUAL CONTROL SUPP","SOLID WASTE CASH ACCOUNT","SOLID WASTE MANAGEMENT",10600
"NON-CAPITAL OFFICE MACHINES","UTILITIES WATER QUALITY LOB","UTILITIES DRAPER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",500
"NON-CAPITAL TESTING","CIP-General Services","CIP-GENERAL SERVICES","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",4814
"NON-CAPITAL TESTING","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",4135
"NON-CAPITAL TESTING","GO Bond Street Resurfacing","STREET RESURFACING","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",23888
"NON-CAPITAL TESTING","GO Bond Street Resurfacing","STREET RESURFACING","STREETS IMPRVMNT CAPITAL-ASGN","CAPITAL IMPROVEMENT",25224
"NON-CAPITAL TESTING","Public Works - CIP","CIP-PUBLIC WORKS","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",22629
"NONTARGET REPAIR LABOR","Animal Welfare","ANIMAL CONTROL","GENERAL OPERATIONS-UASN","GENERAL FUND",1869
"NONTARGET REPAIR LABOR","City Treasury","TREASURY","GENERAL OPERATIONS-UASN","GENERAL FUND",565
"NONTARGET REPAIR LABOR","Code Enforcement","CODE INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",2258
"NONTARGET REPAIR LABOR","Code Enforcement","NUISANCE ABATEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",2258
"NONTARGET REPAIR LABOR","Court Services","COURTS ENFORCEMENT & INVESTIGA","GENERAL OPERATIONS-UASN","GENERAL FUND",3986
"NONTARGET REPAIR LABOR","Development Center","CONSTRUCTION INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",3000
"NONTARGET REPAIR LABOR","Drainage Administration","HOUSEHOLD HAZARDOUS WASTE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",5000
"NONTARGET REPAIR LABOR","Field Services","CONSTR INSPECTION/QUALITY CTRL","GENERAL OPERATIONS-UASN","GENERAL FUND",2000
"NONTARGET REPAIR LABOR","Field Services","SURVEY","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NONTARGET REPAIR LABOR","General Services Bldg Mgmt","GEN SVCS BUILDING REPAIR MAINT","GENERAL OPERATIONS-UASN","GENERAL FUND",3821
"NONTARGET REPAIR LABOR","Municipal Counselor Admin","MUN COUN BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",365
"NONTARGET REPAIR LABOR","Parks Grounds Management","FORESTRY","GENERAL OPERATIONS-UASN","GENERAL FUND",10651
"NONTARGET REPAIR LABOR","Parks Grounds Management","HAZARD ABATEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",2183
"NONTARGET REPAIR LABOR","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",28336
"NONTARGET REPAIR LABOR","Parks Horticulture & Gardens","CANAL/FIELD HORTICULTURE","GENERAL OPERATIONS-UASN","GENERAL FUND",2000
"NONTARGET REPAIR LABOR","Parks Horticulture & Gardens","FISHERIES MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"NONTARGET REPAIR LABOR","Parks Horticulture & Gardens","MARTIN NATURE PARK","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NONTARGET REPAIR LABOR","Parks Horticulture & Gardens","WILL ROGERS GARDENS","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NONTARGET REPAIR LABOR","Parks Recreation","GENERAL RECREATION","GENERAL OPERATIONS-UASN","GENERAL FUND",750
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",690
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE BUSINESS SERVICES","POLICE SALES TAX-RSTR","POLICE",310
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE EMERGENCY MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",1378
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE EMERGENCY MANAGEMENT","POLICE SALES TAX-RSTR","POLICE",619
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",3792
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE EXEC LEADERSHIP","POLICE SALES TAX-RSTR","POLICE",1703
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE PROFESSIONAL STANDARDS","GENERAL OPERATIONS-UASN","GENERAL FUND",690
"NONTARGET REPAIR LABOR","Police Chiefs Office","POLICE PROFESSIONAL STANDARDS","POLICE SALES TAX-RSTR","POLICE",310
"NONTARGET REPAIR LABOR","Police Investigations","POLICE INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",10133
"NONTARGET REPAIR LABOR","Police Investigations","POLICE INVESTIGATIONS","POLICE SALES TAX-RSTR","POLICE",4553
"NONTARGET REPAIR LABOR","Police Investigations","POLICE INVESTIGATIONS SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",1655
"NONTARGET REPAIR LABOR","Police Investigations","POLICE INVESTIGATIONS SUPPORT","POLICE SALES TAX-RSTR","POLICE",743
"NONTARGET REPAIR LABOR","Police Investigations","POLICE SPECIAL INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",3723
"NONTARGET REPAIR LABOR","Police Investigations","POLICE SPECIAL INVESTIGATIONS","POLICE SALES TAX-RSTR","POLICE",1672
"NONTARGET REPAIR LABOR","Police Operational","POLICE PATROL","GENERAL OPERATIONS-UASN","GENERAL FUND",80652
"NONTARGET REPAIR LABOR","Police Operational","POLICE PATROL","POLICE SALES TAX-RSTR","POLICE",36237
"NONTARGET REPAIR LABOR","Police Operational","POLICE TRAFFIC SAFETY","GENERAL OPERATIONS-UASN","GENERAL FUND",4274
"NONTARGET REPAIR LABOR","Police Operational","POLICE TRAFFIC SAFETY","POLICE SALES TAX-RSTR","POLICE",1920
"NONTARGET REPAIR LABOR","Police Operational","POLICE YOUTH SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",4411
"NONTARGET REPAIR LABOR","Police Operational","POLICE YOUTH SERVICES","POLICE SALES TAX-RSTR","POLICE",1982
"NONTARGET REPAIR LABOR","Police Public Safety Support","POLICE PERMIT SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",690
"NONTARGET REPAIR LABOR","Police Public Safety Support","POLICE PERMIT SERVICES","POLICE SALES TAX-RSTR","POLICE",310
"NONTARGET REPAIR LABOR","Police Public Safety Support","POLICE TRAINING","GENERAL OPERATIONS-UASN","GENERAL FUND",1655
"NONTARGET REPAIR LABOR","Police Public Safety Support","POLICE TRAINING","POLICE SALES TAX-RSTR","POLICE",743
"NONTARGET REPAIR LABOR","Street & Drainage Maint","DRAINAGE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",17732
"NONTARGET REPAIR LABOR","Street & Drainage Maint","GRAFFITI REMOVAL","GENERAL OPERATIONS-UASN","GENERAL FUND",2850
"NONTARGET REPAIR LABOR","Street & Drainage Maint","STREETS","GENERAL OPERATIONS-UASN","GENERAL FUND",15907
"NONTARGET REPAIR LABOR","Street & Drainage Maint","TRAFFIC OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",9491
"NONTARGET REPAIR LABOR","Traffic","DATA COLLECTION","GENERAL OPERATIONS-UASN","GENERAL FUND",900
"NONTARGET REPAIR LABOR","Traffic","TRAFFIC ENGINEERING","GENERAL OPERATIONS-UASN","GENERAL FUND",541
"NONTARGET REPAIR PARTS","Development Center","CONSTRUCTION INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",4623
"NONTARGET REPAIR PARTS","Drainage Administration","STRMWTR CONSTR/INDUSTR PERMIT","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",10000
"NONTARGET REPAIR PARTS","Field Services","CONSTR INSPECTION/QUALITY CTRL","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"NONTARGET REPAIR PARTS","Field Services","SURVEY","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NONTARGET REPAIR PARTS","General Services Bldg Mgmt","GEN SVCS BUILDING REPAIR MAINT","GENERAL OPERATIONS-UASN","GENERAL FUND",4271
"NONTARGET REPAIR PARTS","Parks Grounds Management","FORESTRY","GENERAL OPERATIONS-UASN","GENERAL FUND",5000
"NONTARGET REPAIR PARTS","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",9425
"NONTARGET REPAIR PARTS","Parks Horticulture & Gardens","CANAL/FIELD HORTICULTURE","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",114
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE BUSINESS SERVICES","POLICE SALES TAX-RSTR","POLICE",516
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE EMERGENCY MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",230
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE EMERGENCY MANAGEMENT","POLICE SALES TAX-RSTR","POLICE",1032
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",633
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE EXEC LEADERSHIP","POLICE SALES TAX-RSTR","POLICE",2839
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE PROFESSIONAL STANDARDS","GENERAL OPERATIONS-UASN","GENERAL FUND",114
"NONTARGET REPAIR PARTS","Police Chiefs Office","POLICE PROFESSIONAL STANDARDS","POLICE SALES TAX-RSTR","POLICE",516
"NONTARGET REPAIR PARTS","Police Investigations","POLICE INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",1690
"NONTARGET REPAIR PARTS","Police Investigations","POLICE INVESTIGATIONS","POLICE SALES TAX-RSTR","POLICE",7588
"NONTARGET REPAIR PARTS","Police Investigations","POLICE INVESTIGATIONS SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",276
"NONTARGET REPAIR PARTS","Police Investigations","POLICE INVESTIGATIONS SUPPORT","POLICE SALES TAX-RSTR","POLICE",1239
"NONTARGET REPAIR PARTS","Police Investigations","POLICE SPECIAL INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",620
"NONTARGET REPAIR PARTS","Police Investigations","POLICE SPECIAL INVESTIGATIONS","POLICE SALES TAX-RSTR","POLICE",2787
"NONTARGET REPAIR PARTS","Police Operational","POLICE CRIME PREVENT AND AWARE","GENERAL OPERATIONS-UASN","GENERAL FUND",17062
"NONTARGET REPAIR PARTS","Police Operational","POLICE PATROL","GENERAL OPERATIONS-UASN","GENERAL FUND",98748
"NONTARGET REPAIR PARTS","Police Operational","POLICE PATROL","POLICE SALES TAX-RSTR","POLICE",60394
"NONTARGET REPAIR PARTS","Police Operational","POLICE TRAFFIC SAFETY","GENERAL OPERATIONS-UASN","GENERAL FUND",51898
"NONTARGET REPAIR PARTS","Police Operational","POLICE TRAFFIC SAFETY","POLICE SALES TAX-RSTR","POLICE",3200
"NONTARGET REPAIR PARTS","Police Operational","POLICE YOUTH SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",17798
"NONTARGET REPAIR PARTS","Police Operational","POLICE YOUTH SERVICES","POLICE SALES TAX-RSTR","POLICE",3304
"NONTARGET REPAIR PARTS","Police Public Safety Support","POLICE PERMIT SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",114
"NONTARGET REPAIR PARTS","Police Public Safety Support","POLICE PERMIT SERVICES","POLICE SALES TAX-RSTR","POLICE",516
"NONTARGET REPAIR PARTS","Police Public Safety Support","POLICE TRAINING","GENERAL OPERATIONS-UASN","GENERAL FUND",276
"NONTARGET REPAIR PARTS","Police Public Safety Support","POLICE TRAINING","POLICE SALES TAX-RSTR","POLICE",1239
"NONTARGET REPAIR PARTS","Street & Drainage Maint","DRAINAGE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",35000
"NONTARGET REPAIR PARTS","Street & Drainage Maint","STREETS","GENERAL OPERATIONS-UASN","GENERAL FUND",6880
"NONTARGET REPAIR PARTS","UTILITIES WATER QUALITY LOB","UTILITIES DRAPER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",3000
"NONTARGET REPAIR PARTS","UTILITIES WATER QUALITY LOB","UTILITIES HEFNER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",3000
"NONTARGET REPAIR PARTS","UTILITIES WATER QUALITY LOB","UTILITIES OVERHOLSER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",1500
"NONTARGET REPAIR PARTS","UTILITIES WATER QUALITY LOB","UTILITIES RAW WATER","WATER CITY OPERATIONS","WATER UTILITIES",2000
"NONTARGET REPAIR PARTS","UTILITIES WATER QUALITY LOB","UTILITIES TRUST PROPERTY MAINT","WATER CITY OPERATIONS","WATER UTILITIES",1500
"OFFICE EQUIPMENT RENTAL","Fire Administration","FIRE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",24158
"OFFICE EQUIPMENT RENTAL","Parks Administration","PARKS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",1113
"OFFICE EQUIPMENT RENTAL","Parks Grounds Management","FORESTRY","GENERAL OPERATIONS-UASN","GENERAL FUND",549
"OFFICE EQUIPMENT RENTAL","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",2186
"OFFICE EQUIPMENT SVC","Parks Grounds Management","FORESTRY","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"OFFICE EQUIPMENT SVC","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"OFFICE SUPPLIES","Administration","BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",4200
"OFFICE SUPPLIES","Airport Administration","AIRPORTS EXEC LEADERSHIP","AIRPORTS CITY OPERATIONS","AIRPORTS",9000
"OFFICE SUPPLIES","Airport Commercial Aviation","AIRFIELD OPERATIONS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",800
"OFFICE SUPPLIES","Airport Commercial Aviation","RUNWAYS & TAXIWAYS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",2000
"OFFICE SUPPLIES","Airport General Aviation","OPERATIONS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",1000
"OFFICE SUPPLIES","Airport Maintenance","AIRPORTS BUILDING MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",500
"OFFICE SUPPLIES","Airport Maintenance","AIRPORTS EQUIP MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",1000
"OFFICE SUPPLIES","Animal Welfare","ANIMAL CONTROL","GENERAL OPERATIONS-UASN","GENERAL FUND",3000
