"FundDescription","OperatingUnitDescription","ProgramName","LOBName","Account.Description","Total"
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","PART TIME & TEMPORARY WAGES",10508
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","REPAIR & MAINTENANCE PARTS",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","RETIREMENT PENSION CONTRIB",11245
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","SALARIES AND WAGES",185563
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","SECURITY SYSTEMS",3588
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","TELEPHONE",6405
"GENERAL FUND","GENERAL OPERATIONS-UASN","SPECIAL EVENTS","Parks Recreation","WATER, SEWER & REFUSE",15078
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","ASPHALT ROAD MATERIALS",699104
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","BUDGET-VACANCY DISCOUNT",-109374
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","CHARGEBACK FUEL",465339
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","CHARGEBACK-COLOR COPIES",250
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","CHARGEBACK-VEHICLE MAINTENANCE",775035
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","CLOTHING & OTHER",79395
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","COMPUTER SUPPLIES",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","CONCRETE ROAD MATERIALS",399882
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","EDUCATIONAL & TRAINING",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","ELECTRICITY",73200
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","EMPLOYEE TRAINING",6619
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","EMPLOYEE TRAVEL REIMBURSEMENT",11072
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","GROUNDS IMPROVEMENT",5000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","HEALTH AND WELFARE INSURANCE",1281014
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","JANITOR SUPPLIES",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","LANDFILL",75000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","MACHINERY AND EQUIPMENT MTCE",9800
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","MEMBERSHIPS",1100
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","MISCELLANEOUS SRVCS CONTRACTS",19600
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","NATURAL GAS",17706
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","NON-CAPITAL FURNITURE & FIXTUR",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","NON-CAPITAL OFFICE MACHINES",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","NONTARGET REPAIR LABOR",15907
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","NONTARGET REPAIR PARTS",6880
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OFFICE SUPPLIES",15250
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OTHER EQUIPMENT",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OTHER EQUIPMENT RENTAL",99606
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OTHER REPAIRS AND MAINTENANCE",2064
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OTHER SERVICES AND CHARGES",69874
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OTHER SUPPLIES",41716
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","OVERTIME WAGES",70000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","PART TIME & TEMPORARY WAGES",78916
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","PHOTOGRAPHIC SUPPLIES",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","PROFESSIONAL SVC-TEMP LABOR",348610
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","RADIOS & OTHER EQUIP",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","REPAIR & MAINTENANCE PARTS",151872
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","RETIREMENT PENSION CONTRIB",311776
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","RURAL ROAD MATERIALS",120076
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","SALARIES AND WAGES",5156840
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","SMALL TOOLS & MINOR EQUIP",47594
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","SNOW AND ICE CONTROL MATERIALS",120000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","TRANSFER TO FUND 039 CIP",500000
"GENERAL FUND","GENERAL OPERATIONS-UASN","STREETS","Street & Drainage Maint","WATER, SEWER & REFUSE",28398
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","BUDGET-VACANCY DISCOUNT",-14059
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","CAR ALLOWANCE",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","CHARGEBACK FUEL",3320
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","CHARGEBACK-VEHICLE MAINTENANCE",2554
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","HEALTH AND WELFARE INSURANCE",106656
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","MEMBERSHIPS",3240
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","MILEAGE REIMBURSEMENT",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","MISCELLANEOUS SRVCS CONTRACTS",1350
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","OTHER SERVICES AND CHARGES",3450
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","OVERTIME WAGES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","PART TIME & TEMPORARY WAGES",21860
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","RETIREMENT PENSION CONTRIB",40442
"GENERAL FUND","GENERAL OPERATIONS-UASN","SUPPORT","Engineering","SALARIES AND WAGES",662597
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","BUDGET-VACANCY DISCOUNT",-5598
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","CHARGEBACK FUEL",9015
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","CHARGEBACK-VEHICLE MAINTENANCE",4494
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","CLOTHING & OTHER",2800
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","COMPUTER SUPPLIES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","EMPLOYEE TRAINING",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","HEALTH AND WELFARE INSURANCE",59124
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","LICENSES",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","MEMBERSHIPS",100
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","MISCELLANEOUS SRVCS CONTRACTS",1600
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","NONTARGET REPAIR LABOR",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","NONTARGET REPAIR PARTS",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","OTHER SUPPLIES",1250
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","REPAIR & MAINTENANCE PARTS",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","RETIREMENT PENSION CONTRIB",15941
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","SAFETY EQUIPMENT & SUPPLIES",600
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","SALARIES AND WAGES",263987
"GENERAL FUND","GENERAL OPERATIONS-UASN","SURVEY","Field Services","SMALL TOOLS & MINOR EQUIP",1250
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","BUDGET-VACANCY DISCOUNT",-17354
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","CHARGEBACK FUEL",1660
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","CHARGEBACK-VEHICLE MAINTENANCE",1277
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","HEALTH AND WELFARE INSURANCE",118248
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","LICENSES",150
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","MEMBERSHIPS",400
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","MILEAGE REIMBURSEMENT",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","PART TIME & TEMPORARY WAGES",15000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","RETIREMENT PENSION CONTRIB",49408
"GENERAL FUND","GENERAL OPERATIONS-UASN","TECH REVIEW AND REGULATION","Engineering","SALARIES AND WAGES",818252
"GENERAL FUND","GENERAL OPERATIONS-UASN","Tourism Development","COMMUNITY ENHANCEMENT","BUDGET-VACANCY DISCOUNT",-2141
"GENERAL FUND","GENERAL OPERATIONS-UASN","Tourism Development","COMMUNITY ENHANCEMENT","EMPLOYEE PARKING",443
"GENERAL FUND","GENERAL OPERATIONS-UASN","Tourism Development","COMMUNITY ENHANCEMENT","HEALTH AND WELFARE INSURANCE",9274
"GENERAL FUND","GENERAL OPERATIONS-UASN","Tourism Development","COMMUNITY ENHANCEMENT","RETIREMENT PENSION CONTRIB",7420
"GENERAL FUND","GENERAL OPERATIONS-UASN","Tourism Development","COMMUNITY ENHANCEMENT","SALARIES AND WAGES",99646
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","BUDGET-VACANCY DISCOUNT",-8301
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","CLOTHING & OTHER",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","COMPUTER SUPPLIES",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","EMPLOYEE TRAINING",700
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","EMPLOYEE TRAVEL REIMBURSEMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","HEALTH AND WELFARE INSURANCE",65499
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","MACHINERY AND EQUIPMENT MTCE",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","MEMBERSHIPS",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","MILEAGE REIMBURSEMENT",600
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","NON-CAPITAL FURNITURE & FIXTUR",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","NON-CAPITAL OFFICE MACHINES",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OFFICE SUPPLIES",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OG&E LIGHT FIXTURE REPLACEMENT",105000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OTHER EQUIPMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OTHER EQUIPMENT RENTAL",6800
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OTHER SERVICES AND CHARGES",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OTHER SUPPLIES",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","OVERTIME WAGES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","REPAIR & MAINTENANCE PARTS",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","RETIREMENT PENSION CONTRIB",23645
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC AND TRANSPORTATION","Traffic","SALARIES AND WAGES",391444
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","BUDGET-SALARY RESERVE",-1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","BUDGET-VACANCY DISCOUNT",-12370
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","CHARGEBACK FUEL",10327
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","CHARGEBACK-VEHICLE MAINTENANCE",6512
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","CLOTHING & OTHER",800
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","COMPUTER SUPPLIES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","EMPLOYEE TRAVEL REIMBURSEMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","HEALTH AND WELFARE INSURANCE",82891
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","MEMBERSHIPS",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","MILEAGE REIMBURSEMENT",1600
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","NON-CAPITAL OFFICE MACHINES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","NONTARGET REPAIR LABOR",541
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","OFFICE SUPPLIES",1250
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","OTHER SERVICES AND CHARGES",800
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","OVERTIME WAGES",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","RETIREMENT PENSION CONTRIB",35223
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","SALARIES AND WAGES",583302
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC ENGINEERING","Traffic","SMALL TOOLS & MINOR EQUIP",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","BUDGET-VACANCY DISCOUNT",-48775
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","BUILDING MAINTENANCE",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","CHARGEBACK FUEL",128991
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","CHARGEBACK-COLOR COPIES",100
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","CHARGEBACK-VEHICLE MAINTENANCE",133005
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","CLOTHING & OTHER",11049
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","COMPUTER SUPPLIES",1700
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","EMPLOYEE TRAINING",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","EMPLOYEE TRAVEL REIMBURSEMENT",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","HEALTH AND WELFARE INSURANCE",538496
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","JANITOR SUPPLIES",1726
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","MACHINERY AND EQUIPMENT MTCE",2900
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","MEMBERSHIPS",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","NATURAL GAS",16500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","NON-CAPITAL FURNITURE & FIXTUR",1400
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","NON-CAPITAL OFFICE MACHINES",1600
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","NONTARGET REPAIR LABOR",9491
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","OFFICE SUPPLIES",3500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","OTHER EQUIPMENT",1900
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","OTHER EQUIPMENT RENTAL",4900
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","OTHER SERVICES AND CHARGES",5740
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","OTHER SUPPLIES",250
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","OVERTIME WAGES",9050
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","PART TIME & TEMPORARY WAGES",15000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","PAVEMENT MARKING MATERIALS",579061
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","PROFESSIONAL SVC-TEMP LABOR",5000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","REPAIR & MAINTENANCE PARTS",2739
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","RETIREMENT PENSION CONTRIB",138867
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","SALARIES AND WAGES",2299779
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","SMALL TOOLS & MINOR EQUIP",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","TRAFFIC SIGN MATERIALS",195559
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","TRAFFIC SIGNAL MATERIALS",76642
"GENERAL FUND","GENERAL OPERATIONS-UASN","TRAFFIC OPERATIONS","Street & Drainage Maint","WATER, SEWER & REFUSE",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","BUDGET-VACANCY DISCOUNT",-5465
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","COMPUTER SUPPLIES",5512
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","EMPLOYEE TRAINING",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","HEALTH AND WELFARE INSURANCE",37678
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","MACHINERY AND EQUIPMENT MTCE",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","MEMBERSHIPS",1600
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","NON-CAPITAL OFFICE MACHINES",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","NONTARGET REPAIR LABOR",565
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","OFFICE SUPPLIES",8500
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","OTHER SERVICES AND CHARGES",1146631
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","RETIREMENT PENSION CONTRIB",15561
"GENERAL FUND","GENERAL OPERATIONS-UASN","TREASURY","City Treasury","SALARIES AND WAGES",257654
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","BUDGET-VACANCY DISCOUNT",-9197
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","CLOTHING & OTHER",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","COMPUTER SUPPLIES",10500
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","FURNITURE & FIXTURES",11000
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","HEALTH AND WELFARE INSURANCE",115930
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","MISCELLANEOUS SRVCS CONTRACTS",1620
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","NON-CAPITAL OFFICE MACHINES",24750
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","OFFICE SUPPLIES",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","OTHER EQUIPMENT",1700
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","OTHER SERVICES AND CHARGES",14200
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","PROFESSIONAL SERVICES-OTHER",50000
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","RETIREMENT PENSION CONTRIB",26188
"GENERAL FUND","GENERAL OPERATIONS-UASN","VACANT AND ABANDONED BUILDINGS","Code Enforcement","SALARIES AND WAGES",433742
"GENERAL FUND","GENERAL OPERATIONS-UASN","VETERINARY SERVICES","Animal Welfare","BUDGET-VACANCY DISCOUNT",-8356
"GENERAL FUND","GENERAL OPERATIONS-UASN","VETERINARY SERVICES","Animal Welfare","CLOTHING & OTHER",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","VETERINARY SERVICES","Animal Welfare","EMPLOYEE TRAINING",500
