FiscalYear,AccountType,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,FY2015 Budget
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53010001,OFFICE SUPPLIES,8000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53010007,COMPUTER SUPPLIES,2000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53010016,NON-CAPITAL FURNITURE & FIXTUR,3000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53890022,OTHER SUPPLIES,3000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52010001,MANAGEMENT CONTRACT,121000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52010010,FACILITY SERVICES CONTRACT,190000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51000004,BUDGET-VACANCY DISCOUNT,-12733
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51010001,SALARIES AND WAGES,599742
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51070001,HEALTH AND WELFARE INSURANCE,92743
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51070004,RETIREMENT PENSION CONTRIB,36866
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,52280013,CHARGEBACK-PRINT SHOP,1030
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400306,QUALITY DESIGN AND COMMUN APP,24003,Urban Design And Planning,51000004,BUDGET-VACANCY DISCOUNT,-5618
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400306,QUALITY DESIGN AND COMMUN APP,24003,Urban Design And Planning,51010001,SALARIES AND WAGES,264940
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400306,QUALITY DESIGN AND COMMUN APP,24003,Urban Design And Planning,51070001,HEALTH AND WELFARE INSURANCE,45213
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2400306,QUALITY DESIGN AND COMMUN APP,24003,Urban Design And Planning,51070004,RETIREMENT PENSION CONTRIB,15997
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51000004,BUDGET-VACANCY DISCOUNT,-4981
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51010001,SALARIES AND WAGES,234703
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51070001,HEALTH AND WELFARE INSURANCE,19129
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51070004,RETIREMENT PENSION CONTRIB,14328
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51510004,EMPLOYEE PARKING,49830
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52130001,MEMBERSHIPS,7500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52890001,OTHER SERVICES AND CHARGES,2700
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010001,OFFICE SUPPLIES,3183
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010007,COMPUTER SUPPLIES,9138
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010013,NON-CAPITAL OFFICE MACHINES,7667
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53890022,OTHER SUPPLIES,6802
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,51000004,BUDGET-VACANCY DISCOUNT,-13164
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,51010001,SALARIES AND WAGES,620778
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,51070001,HEALTH AND WELFARE INSURANCE,104918
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,51070004,RETIREMENT PENSION CONTRIB,37485
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,52010028,MISCELLANEOUS SRVCS CONTRACTS,75
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,52130001,MEMBERSHIPS,1800
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,53010001,OFFICE SUPPLIES,3500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,53010007,COMPUTER SUPPLIES,8386
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800402,PAYMENT PROCESSING,28004,Procurement Services,51000004,BUDGET-VACANCY DISCOUNT,-18470
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800402,PAYMENT PROCESSING,28004,Procurement Services,51010001,SALARIES AND WAGES,870717
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800402,PAYMENT PROCESSING,28004,Procurement Services,51070001,HEALTH AND WELFARE INSURANCE,171579
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800402,PAYMENT PROCESSING,28004,Procurement Services,51070004,RETIREMENT PENSION CONTRIB,52800
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,51000004,BUDGET-VACANCY DISCOUNT,-19125
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,51010001,SALARIES AND WAGES,901059
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,51070001,HEALTH AND WELFARE INSURANCE,141434
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,51070004,RETIREMENT PENSION CONTRIB,55268
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,52040046,PROFESSIONAL SERVICES-OTHER,4100
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,52130001,MEMBERSHIPS,300
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,52890001,OTHER SERVICES AND CHARGES,5281
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,53010001,OFFICE SUPPLIES,2500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,53010007,COMPUTER SUPPLIES,7243
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,53010016,NON-CAPITAL FURNITURE & FIXTUR,500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,51000004,BUDGET-VACANCY DISCOUNT,-35550
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,51010001,SALARIES AND WAGES,1675119
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,51010007,OVERTIME WAGES,500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,51070001,HEALTH AND WELFARE INSURANCE,281709
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,51070004,RETIREMENT PENSION CONTRIB,102455
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,52130001,MEMBERSHIPS,1100
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,52310001,PRINTING & BINDING,11170
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,52340016,MACHINERY AND EQUIPMENT MTCE,5345
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,52340034,OTHER REPAIRS AND MAINTENANCE,2800
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,52890001,OTHER SERVICES AND CHARGES,3039
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53010001,OFFICE SUPPLIES,11605
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53010007,COMPUTER SUPPLIES,4568
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53010013,NON-CAPITAL OFFICE MACHINES,4817
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53040013,REPAIR & MAINTENANCE PARTS,200
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53100001,EDUCATIONAL & TRAINING,300
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,53890022,OTHER SUPPLIES,200
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51000004,BUDGET-VACANCY DISCOUNT,-5465
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51010001,SALARIES AND WAGES,257654
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51070001,HEALTH AND WELFARE INSURANCE,37678
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,51070004,RETIREMENT PENSION CONTRIB,15561
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52130001,MEMBERSHIPS,1600
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52340013,NONTARGET REPAIR LABOR,565
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52340016,MACHINERY AND EQUIPMENT MTCE,2500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,52890001,OTHER SERVICES AND CHARGES,1146631
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,53010001,OFFICE SUPPLIES,8500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800601,TREASURY,28006,City Treasury,53010013,NON-CAPITAL OFFICE MACHINES,2000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51000004,BUDGET-VACANCY DISCOUNT,-11334
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51010001,SALARIES AND WAGES,534129
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51070001,HEALTH AND WELFARE INSURANCE,84049
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,2800602,REVENUE COLLECTION,28006,City Treasury,51070004,RETIREMENT PENSION CONTRIB,32643
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51000004,BUDGET-VACANCY DISCOUNT,-433
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51010001,SALARIES AND WAGES,43269
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51070001,HEALTH AND WELFARE INSURANCE,4057
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51070004,RETIREMENT PENSION CONTRIB,3258
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51000004,BUDGET-VACANCY DISCOUNT,-13525
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51000013,BUDGET-SALARY RESERVE,13800
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51010001,SALARIES AND WAGES,725044
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51010004,PART TIME & TEMPORARY WAGES,7009
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51070001,HEALTH AND WELFARE INSURANCE,83470
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,51070004,RETIREMENT PENSION CONTRIB,50822
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,52130001,MEMBERSHIPS,6690
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,52340016,MACHINERY AND EQUIPMENT MTCE,2200
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,52890001,OTHER SERVICES AND CHARGES,500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,53010001,OFFICE SUPPLIES,4000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100201,AUDIT SERVICES,31002,Audit Services,53010007,COMPUTER SUPPLIES,5000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51000004,BUDGET-VACANCY DISCOUNT,-498
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51010001,SALARIES AND WAGES,38590
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51070001,HEALTH AND WELFARE INSURANCE,4637
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51070004,RETIREMENT PENSION CONTRIB,2890
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51000004,BUDGET-VACANCY DISCOUNT,-3371
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51010001,SALARIES AND WAGES,158842
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51070001,HEALTH AND WELFARE INSURANCE,11014
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51070004,RETIREMENT PENSION CONTRIB,9732
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51130004,CAR ALLOWANCE,3150
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51510004,EMPLOYEE PARKING,48144
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,52130001,MEMBERSHIPS,2000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT,-109374
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES,5156840
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51010004,PART TIME & TEMPORARY WAGES,78916
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51010007,OVERTIME WAGES,70000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE,1281014
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB,311776
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52010028,MISCELLANEOUS SRVCS CONTRACTS,19600
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52070001,ELECTRICITY,73200
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52070004,"WATER, SEWER & REFUSE",28398
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52070007,NATURAL GAS,17706
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52130001,MEMBERSHIPS,1100
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52280019,CHARGEBACK-VEHICLE MAINTENANCE,775035
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52280022,CHARGEBACK FUEL,465339
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52340013,NONTARGET REPAIR LABOR,15907
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52340016,MACHINERY AND EQUIPMENT MTCE,9800
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52340034,OTHER REPAIRS AND MAINTENANCE,2064
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52400007,OTHER EQUIPMENT RENTAL,99606
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52890001,OTHER SERVICES AND CHARGES,69874
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010001,OFFICE SUPPLIES,15250
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010007,COMPUTER SUPPLIES,10000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010013,NON-CAPITAL OFFICE MACHINES,10000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53010016,NON-CAPITAL FURNITURE & FIXTUR,10000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040001,JANITOR SUPPLIES,3000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040013,REPAIR & MAINTENANCE PARTS,151872
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040019,NONTARGET REPAIR PARTS,6880
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040022,GROUNDS IMPROVEMENT,5000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040025,SMALL TOOLS & MINOR EQUIP,47594
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040031,OTHER EQUIPMENT,10000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040035,SNOW AND ICE CONTROL MATERIALS,120000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040036,ASPHALT ROAD MATERIALS,699104
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040037,CONCRETE ROAD MATERIALS,399882
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53040038,RURAL ROAD MATERIALS,120076
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53100001,EDUCATIONAL & TRAINING,3000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53160022,RADIOS & OTHER EQUIP,1000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53890004,CLOTHING & OTHER,79395
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53890007,PHOTOGRAPHIC SUPPLIES,2000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,53890022,OTHER SUPPLIES,41716
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT,-48775
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES,2299779
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010007,OVERTIME WAGES,9050
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE,538496
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB,138867
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070004,"WATER, SEWER & REFUSE",2000
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070007,NATURAL GAS,16500
FY14-15,Expense,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52130001,MEMBERSHIPS,500
