budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Planning & Building,2415,,116
FY16-17,Expense,Planning & Building,2415,,2400
FY16-17,Expense,Planning & Building,2415,,200
FY16-17,Expense,Planning & Building,2415,,381787
FY16-17,Expense,Planning & Building,2415,,2000
FY16-17,Expense,Planning & Building,2415,,30332
FY16-17,Expense,Planning & Building,2415,,3000
FY16-17,Expense,Planning & Building,2415,,187094
FY16-17,Expense,Planning & Building,2415,,307491
FY16-17,Expense,Planning & Building,2415,,3250
FY16-17,Expense,Planning & Building,2415,,4000
FY16-17,Expense,Planning & Building,2415,,8652
FY16-17,Expense,Planning & Building,2415,,370
FY16-17,Expense,Planning & Building,2415,,198915
FY16-17,Expense,Planning & Building,2415,,805
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,29312
FY16-17,Expense,Planning & Building,2415,,20000
FY16-17,Expense,Planning & Building,2415,,16086
FY16-17,Expense,Planning & Building,2415,,20000
FY16-17,Expense,Planning & Building,2415,,5152
FY16-17,Expense,Planning & Building,2415,,30332
FY16-17,Expense,Planning & Building,2415,,400
FY16-17,Expense,Planning & Building,2415,,412612
FY16-17,Expense,Planning & Building,2415,,18962
FY16-17,Expense,Planning & Building,2415,,700
FY16-17,Expense,Planning & Building,2415,,100
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,267964
FY16-17,Expense,Planning & Building,2415,,455549
FY16-17,Expense,Planning & Building,2415,,63841
FY16-17,Expense,Planning & Building,2415,,26449
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,2340
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,500
FY16-17,Expense,Planning & Building,2415,,32219
FY16-17,Expense,Planning & Building,2415,,266844
FY16-17,Expense,Planning & Building,2415,,4000
FY16-17,Expense,Planning & Building,2415,,2900
FY16-17,Expense,Planning & Building,2415,,16244
FY16-17,Expense,Planning & Building,2415,,1177
FY16-17,Expense,Planning & Building,2415,,57604
FY16-17,Expense,Planning & Building,2415,,42450
FY16-17,Expense,Planning & Building,1010,,16000
FY16-17,Expense,Planning & Building,2415,,4025
FY16-17,Expense,Planning & Building,2415,,17110
FY16-17,Expense,Planning & Building,2415,,898658
FY16-17,Expense,Planning & Building,2415,,29071
FY16-17,Expense,Planning & Building,2415,,2070
FY16-17,Expense,Planning & Building,2415,,17827
FY16-17,Expense,Planning & Building,2415,,600
FY16-17,Expense,Planning & Building,2415,,34756
FY16-17,Expense,Planning & Building,2415,,100000
FY16-17,Expense,Planning & Building,2415,,2000
FY16-17,Expense,Planning & Building,2415,,117015
FY16-17,Expense,Planning & Building,2415,,11500
FY16-17,Expense,Planning & Building,2415,,14849
FY16-17,Expense,Planning & Building,2415,,32676
FY16-17,Expense,Planning & Building,2415,,3000
FY16-17,Expense,Planning & Building,2415,,15000
FY16-17,Expense,Planning & Building,2415,,13298
FY16-17,Expense,Planning & Building,2415,,16500
FY16-17,Expense,Planning & Building,2415,,55830
FY16-17,Expense,Planning & Building,2415,,11000
FY16-17,Expense,Planning & Building,2415,,7870
FY16-17,Expense,Planning & Building,2415,,1377
FY16-17,Expense,Planning & Building,2415,,167175
FY16-17,Expense,Planning & Building,2415,,29097
FY16-17,Expense,Planning & Building,2415,,5000
FY16-17,Expense,Planning & Building,2415,,4200
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,151
FY16-17,Expense,Planning & Building,2415,,3150
FY16-17,Expense,Planning & Building,2415,,2000
FY16-17,Expense,Planning & Building,2415,,14650
FY16-17,Expense,Planning & Building,2415,,17931
FY16-17,Expense,Planning & Building,2415,,180000
FY16-17,Expense,Planning & Building,2415,,150
FY16-17,Expense,Planning & Building,2415,,59054
FY16-17,Expense,Planning & Building,2415,,9243
FY16-17,Expense,Planning & Building,2415,,53727
FY16-17,Expense,Planning & Building,2415,,5798
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,7950
FY16-17,Expense,Planning & Building,2415,,60138
FY16-17,Expense,Planning & Building,2415,,14101
FY16-17,Expense,Planning & Building,2415,,12970
FY16-17,Expense,Planning & Building,2415,,57580
FY16-17,Expense,Planning & Building,2415,,61246
FY16-17,Expense,Planning & Building,2415,,104062
FY16-17,Expense,Planning & Building,2415,,1
FY16-17,Expense,Planning & Building,2415,,4679
FY16-17,Expense,Planning & Building,2415,,530
FY16-17,Expense,Planning & Building,2415,,94675
FY16-17,Expense,Planning & Building,2415,,85842
FY16-17,Expense,Planning & Building,2415,,7233
FY16-17,Expense,Planning & Building,2415,,27942
FY16-17,Expense,Planning & Building,2415,,23971
FY16-17,Expense,Planning & Building,2415,,25496
FY16-17,Expense,Planning & Building,2415,,39413
FY16-17,Expense,Planning & Building,2415,,13795
FY16-17,Expense,Planning & Building,2415,,8299
FY16-17,Expense,Planning & Building,2415,,43321
FY16-17,Expense,Planning & Building,2415,,23440
FY16-17,Expense,Planning & Building,2415,,21325
FY16-17,Expense,Planning & Building,2415,,27612
FY16-17,Expense,Planning & Building,2415,,206196
FY16-17,Expense,Planning & Building,2415,,4399
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,17862
FY16-17,Expense,Planning & Building,2415,,15754
FY16-17,Expense,Planning & Building,2415,,16793
FY16-17,Expense,Planning & Building,2415,,30350
FY16-17,Expense,Planning & Building,2415,,12829
FY16-17,Expense,Planning & Building,2415,,46445
FY16-17,Expense,Planning & Building,2415,,840
FY16-17,Expense,Planning & Building,2415,,700
FY16-17,Expense,Planning & Building,2415,,12792
FY16-17,Expense,Planning & Building,2415,,1452477
FY16-17,Expense,Planning & Building,2415,,8106
FY16-17,Expense,Planning & Building,2415,,8622
FY16-17,Expense,Planning & Building,2415,,31667
FY16-17,Expense,Planning & Building,2415,,62747
FY16-17,Expense,Planning & Building,2415,,14650
FY16-17,Expense,Planning & Building,2415,,28810
FY16-17,Expense,Planning & Building,2415,,77744
FY16-17,Expense,Planning & Building,2415,,82691
FY16-17,Expense,Planning & Building,2415,,13328
FY16-17,Expense,Planning & Building,2415,,2874
FY16-17,Expense,Planning & Building,2415,,140504
FY16-17,Expense,Planning & Building,2415,,9676
FY16-17,Expense,Planning & Building,2415,,405601
FY16-17,Expense,Planning & Building,2415,,9185
FY16-17,Expense,Planning & Building,2415,,13200
FY16-17,Expense,Planning & Building,2415,,17522
FY16-17,Expense,Planning & Building,2415,,431410
FY16-17,Expense,Planning & Building,2415,,18637
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,508
FY16-17,Expense,Planning & Building,2415,,150
FY16-17,Expense,Planning & Building,2415,,733025
FY16-17,Expense,Planning & Building,2415,,29028
FY16-17,Expense,Planning & Building,2415,,4375
FY16-17,Expense,Planning & Building,2415,,38000
FY16-17,Expense,Planning & Building,2415,,2702
FY16-17,Expense,Planning & Building,2415,,2340
FY16-17,Expense,Planning & Building,2415,,11865
FY16-17,Expense,Planning & Building,2415,,32339
FY16-17,Expense,Planning & Building,2415,,4443
FY16-17,Expense,Planning & Building,2415,,14848
FY16-17,Expense,Planning & Building,2415,,800
FY16-17,Expense,Planning & Building,2415,,9000
FY16-17,Expense,Planning & Building,2415,,3510
FY16-17,Expense,Planning & Building,2415,,1050
FY16-17,Expense,Planning & Building,2415,,9605
FY16-17,Expense,Planning & Building,2415,,6000
FY16-17,Expense,Planning & Building,2415,,127829
FY16-17,Expense,Planning & Building,2415,,7000
FY16-17,Expense,Planning & Building,2415,,680
FY16-17,Expense,Planning & Building,2415,,4883
FY16-17,Expense,Planning & Building,2415,,9031
FY16-17,Expense,Planning & Building,2415,,600
FY16-17,Expense,Planning & Building,2415,,16321
FY16-17,Expense,Planning & Building,2415,,278404
FY16-17,Expense,Planning & Building,2415,,666895
FY16-17,Expense,Planning & Building,2415,,16250
FY16-17,Expense,Planning & Building,2415,,106045
FY16-17,Expense,Planning & Building,2415,,112792
FY16-17,Expense,Planning & Building,2415,,191649
FY16-17,Expense,Planning & Building,2415,,10047
FY16-17,Expense,Planning & Building,2415,,17350
FY16-17,Expense,Planning & Building,2415,,379753
FY16-17,Expense,Planning & Building,2415,,2100
FY16-17,Expense,Planning & Building,2415,,2340
FY16-17,Expense,Planning & Building,2415,,174358
FY16-17,Expense,Planning & Building,2415,,18581
FY16-17,Expense,Planning & Building,2415,,33581
FY16-17,Expense,Planning & Building,2415,,66540
FY16-17,Expense,Planning & Building,2415,,19764
FY16-17,Expense,Planning & Building,2415,,30552
FY16-17,Expense,Planning & Building,2415,,42953
FY16-17,Expense,Planning & Building,2415,,72982
FY16-17,Expense,Planning & Building,2415,,66398
FY16-17,Expense,Planning & Building,2415,,40383
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,144613
FY16-17,Expense,Planning & Building,2415,,718846
FY16-17,Expense,Planning & Building,2415,,213509
FY16-17,Expense,Planning & Building,2415,,362783
FY16-17,Expense,Planning & Building,2415,,200736
FY16-17,Expense,Planning & Building,2415,,330055
FY16-17,Expense,Planning & Building,2415,,6600
FY16-17,Expense,Planning & Building,2415,,4680
FY16-17,Expense,Planning & Building,2415,,186987
FY16-17,Expense,Planning & Building,2415,,10007
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,16453
FY16-17,Expense,Planning & Building,2415,,669610
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,307449
FY16-17,Expense,Planning & Building,2415,,4950
FY16-17,Expense,Planning & Building,2415,,337936
FY16-17,Expense,Planning & Building,2415,,10643
FY16-17,Expense,Planning & Building,2415,,680
FY16-17,Expense,Planning & Building,2415,,18084
FY16-17,Expense,Planning & Building,2415,,35835
FY16-17,Expense,Planning & Building,2415,,198886
FY16-17,Expense,Planning & Building,2415,,119726
FY16-17,Expense,Planning & Building,2415,,54972
FY16-17,Expense,Planning & Building,2415,,60422
FY16-17,Expense,Planning & Building,2415,,35560
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,33433
FY16-17,Expense,Planning & Building,2415,,3300
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,1170
FY16-17,Expense,Planning & Building,2415,,356802
FY16-17,Expense,Planning & Building,1720,,102240
FY16-17,Expense,Planning & Building,2415,,178327
FY16-17,Expense,Planning & Building,1720,,51598
FY16-17,Expense,Planning & Building,2415,,13904
FY16-17,Expense,Planning & Building,1720,,30366
FY16-17,Expense,Planning & Building,1720,,46942
FY16-17,Expense,Planning & Building,2415,,49797
FY16-17,Expense,Planning & Building,2415,,81878
FY16-17,Expense,Planning & Building,1720,,28550
FY16-17,Expense,Planning & Building,2415,,5000
FY16-17,Expense,Planning & Building,2415,,197427
FY16-17,Expense,Planning & Building,2415,,706995
FY16-17,Expense,Planning & Building,2415,,324613
FY16-17,Expense,Planning & Building,2415,,52966
FY16-17,Expense,Planning & Building,2415,,5000
FY16-17,Expense,Planning & Building,2415,,89997
FY16-17,Expense,Planning & Building,2415,,1650
FY16-17,Expense,Planning & Building,1720,,1170
FY16-17,Expense,Planning & Building,2415,,209989
FY16-17,Expense,Planning & Building,2415,,1650
FY16-17,Expense,Planning & Building,2415,,346978
FY16-17,Expense,Planning & Building,2415,,116024
FY16-17,Expense,Economic & Workforce Development,1010,,2100
FY16-17,Expense,Economic & Workforce Development,2159,,25117
FY16-17,Expense,Economic & Workforce Development,1010,,133903
FY16-17,Expense,Economic & Workforce Development,2195,,937
FY16-17,Expense,Economic & Workforce Development,2108,,170
FY16-17,Expense,Economic & Workforce Development,1010,,670
FY16-17,Expense,Economic & Workforce Development,2195,,61
FY16-17,Expense,Economic & Workforce Development,2108,,16006
FY16-17,Expense,Economic & Workforce Development,1010,,50817
FY16-17,Expense,Economic & Workforce Development,1010,,26326
FY16-17,Expense,Economic & Workforce Development,2195,,7667
FY16-17,Expense,Economic & Workforce Development,1010,,171091
FY16-17,Expense,Economic & Workforce Development,1010,,57338
FY16-17,Expense,Economic & Workforce Development,1010,,17030
FY16-17,Expense,Economic & Workforce Development,1010,,28937
FY16-17,Expense,Economic & Workforce Development,2108,,814
FY16-17,Expense,Economic & Workforce Development,2195,,814
FY16-17,Expense,Economic & Workforce Development,1770,,450
FY16-17,Expense,Economic & Workforce Development,2108,,20360
FY16-17,Expense,Economic & Workforce Development,2108,,23410
FY16-17,Expense,Economic & Workforce Development,2159,,-41396
FY16-17,Expense,Economic & Workforce Development,2159,,41396
FY16-17,Expense,Economic & Workforce Development,2108,,13778
FY16-17,Expense,Economic & Workforce Development,2159,,54703
FY16-17,Expense,Economic & Workforce Development,2195,,16699
FY16-17,Expense,Economic & Workforce Development,2108,,21299
FY16-17,Expense,Economic & Workforce Development,2159,,16248
FY16-17,Expense,Economic & Workforce Development,1010,,86345
FY16-17,Expense,Economic & Workforce Development,2108,,260
FY16-17,Expense,Economic & Workforce Development,1710,,15721
FY16-17,Expense,Economic & Workforce Development,2195,,8428
FY16-17,Expense,Economic & Workforce Development,2310,,-763
FY16-17,Expense,Economic & Workforce Development,2195,,1855
FY16-17,Expense,Economic & Workforce Development,2195,,852
FY16-17,Expense,Economic & Workforce Development,1010,,6000
FY16-17,Expense,Economic & Workforce Development,1010,,6737
FY16-17,Expense,Economic & Workforce Development,1010,,78555
FY16-17,Expense,Economic & Workforce Development,2195,,7329
FY16-17,Expense,Economic & Workforce Development,2195,,7
FY16-17,Expense,Economic & Workforce Development,1010,,2100
FY16-17,Expense,Economic & Workforce Development,2195,,551
FY16-17,Expense,Economic & Workforce Development,2159,,27607
FY16-17,Expense,Economic & Workforce Development,2108,,46388
FY16-17,Expense,Economic & Workforce Development,2159,,2436
FY16-17,Expense,Economic & Workforce Development,1010,,1890
FY16-17,Expense,Economic & Workforce Development,2195,,4960
FY16-17,Expense,Economic & Workforce Development,1610,,30674
FY16-17,Expense,Economic & Workforce Development,1610,,238
FY16-17,Expense,Economic & Workforce Development,1010,,141530
FY16-17,Expense,Economic & Workforce Development,5643,,2100
FY16-17,Expense,Economic & Workforce Development,5643,,75636
FY16-17,Expense,Economic & Workforce Development,5643,,86968
FY16-17,Expense,Economic & Workforce Development,1610,,10000
FY16-17,Expense,Economic & Workforce Development,1010,,2100
FY16-17,Expense,Economic & Workforce Development,1610,,1190
FY16-17,Expense,Economic & Workforce Development,1610,,4200
FY16-17,Expense,Economic & Workforce Development,1010,,204
FY16-17,Expense,Economic & Workforce Development,1010,,71427
FY16-17,Expense,Economic & Workforce Development,1010,,42038
FY16-17,Expense,Economic & Workforce Development,1610,,445324
FY16-17,Expense,Economic & Workforce Development,5643,,172326
FY16-17,Expense,Economic & Workforce Development,1610,,1170
FY16-17,Expense,Economic & Workforce Development,5643,,51184
FY16-17,Expense,Economic & Workforce Development,1010,,64983
FY16-17,Expense,Economic & Workforce Development,5643,,79123
FY16-17,Expense,Economic & Workforce Development,1610,,2870
FY16-17,Expense,Economic & Workforce Development,1610,,878357
FY16-17,Expense,Economic & Workforce Development,1610,,8993
FY16-17,Expense,Economic & Workforce Development,1610,,396258
FY16-17,Expense,Economic & Workforce Development,1610,,1697
FY16-17,Expense,Economic & Workforce Development,1610,,176540
FY16-17,Expense,Economic & Workforce Development,1610,,261943
FY16-17,Expense,Economic & Workforce Development,1610,,403293
FY16-17,Expense,Economic & Workforce Development,1010,,1830
FY16-17,Expense,Economic & Workforce Development,1010,,16466
FY16-17,Expense,Economic & Workforce Development,1610,,37686
FY16-17,Expense,Economic & Workforce Development,1010,,7300
FY16-17,Expense,Economic & Workforce Development,1770,,64115
FY16-17,Expense,Economic & Workforce Development,1770,,99114
FY16-17,Expense,Economic & Workforce Development,1610,,2013
FY16-17,Expense,Economic & Workforce Development,1010,,1800
FY16-17,Expense,Economic & Workforce Development,1610,,36025
FY16-17,Expense,Economic & Workforce Development,1010,,6690
FY16-17,Expense,Economic & Workforce Development,1770,,6982
FY16-17,Expense,Economic & Workforce Development,1770,,2988
FY16-17,Expense,Economic & Workforce Development,1010,,9691
FY16-17,Expense,Economic & Workforce Development,1610,,41423
FY16-17,Expense,Economic & Workforce Development,1770,,5280
FY16-17,Expense,Economic & Workforce Development,1010,,71606
