Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Other Services and Charges,9330,Software Maintenance Agreements,1400
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,13806
FY19,Expense,Police,Police,Admin-Internal Affairs,1040 - Admin-Internal Affairs,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,8425
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,13206062
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7025,Acting Assignment,122000
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,123420
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7055,Time & One-half,1512448
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7105,Employers FICA,218071
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,2592000
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,2591894
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,3662316
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,18929
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7165,Shift Differential,186048
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7175,Food-Clean-Car Allowance,6480
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Personnel Services,7199,Default Payroll-Comp Abs,634534
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Supplies,7520,Supplies,20200
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,285520
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,8400
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,154080
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,710351
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,1432703
FY19,Expense,Police,Police,Police-Patrol Unit-Patrol,2100 - Police-Patrol Unit-Patrol,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,313605
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,456720
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7040,Temporary Noncontract Employees,506688
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,2040
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7055,Time & One-half,84739
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7105,Employers FICA,15229
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,86400
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,93127
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,131431
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,19863
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Personnel Services,7175,Food-Clean-Car Allowance,1080
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Supplies,7520,Supplies,22360
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Other Services and Charges,9150,Memberships,320
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Other Services and Charges,9330,Software Maintenance Agreements,1673
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,4264
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,58869
FY19,Expense,Police,Police,Patrol Unit-Special Serv,2200 - Patrol Unit-Special Serv,1010,General Fund Operating,Capital Outlays,9760,Equipment,27750
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,1386368
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,5100
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7055,Time & One-half,114188
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7105,Employers FICA,22063
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,273600
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,260456
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,368286
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,2006
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7165,Shift Differential,15300
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Personnel Services,7175,Food-Clean-Car Allowance,2160
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Supplies,7520,Supplies,18490
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,6371
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,65739
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,328879
FY19,Expense,Police,Police,Patrol Neighborhood Patrol,2300 - Patrol Neighborhood Patrol,1010,General Fund Operating,Capital Outlays,9760,Equipment,16000
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,705129
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,2040
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7055,Time & One-half,59052
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7105,Employers FICA,58749
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,158400
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,94924
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,174093
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,970
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Personnel Services,7165,Shift Differential,2040
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Supplies,7520,Supplies,25000
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,3082
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,41526
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,33025
FY19,Expense,Police,Police,SSD-GSSB-Forensic Unit,3100 - SSD-GSSB-Forensic Unit,1010,General Fund Operating,Capital Outlays,9760,Equipment,3190
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,229668
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7050,Regular Hourly Rate,1020
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7055,Time & One-half,12019
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7105,Employers FICA,3513
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,43200
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,41506
FY19,Expense,Police,Police,SSD-GSSB-Property Mgmt,3110 - SSD-GSSB-Property Mgmt,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,58712
