Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Unemployment Compensation,428
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contractual Services,468500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contract Employees-Temporary Services,5313
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Insurance Premiums,191947
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Claims,384815
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Telephone,1000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Employee Phone Reimbursement,500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Professional Development,150
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Local Business Expense,3000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,29364
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,311 Call Center Services,1327
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Engineering Services,10200
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Computer Services-from IT,17113
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,A-87 Cost Allocation,674893
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Interest-Penalties on Special Assessment,1000
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Refunds-Rebates,1000
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Miscellaneous Other Revenue,100
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Inspection Fees-Utilities,26125
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Front Footage Fee,175000
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Integrated Connection Fees,400000
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Service Fees-General,4000
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Retail Sewage Service,51123479
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Wholesale Sewage Service,2473648
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Wyoming Sewage Service,82178
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Charges for Services,Inventory Withdrawals-Sales,40000
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Investment Income & Rentals,Interest on Investment,80000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Supplies,Supplies,1400000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Supplies,Process Chemicals,550000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Supplies,Clothing,5000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Supplies,Subscriptions and Publications,500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Capital Outlays,Equipment,100000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Capital Outlays,Furniture,40000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Capital Outlays,Software,20000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Full Time Employees,5153215
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Acting Assignment,15000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Temporary Noncontract Employees,35000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Time & One-half,150000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Employers FICA,394340
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Hospitalization Insurance,1249392
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Retiree Health Care-OPEB,436746
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Retirement Fund Contribution,1156044
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Unemployment Compensation,7190
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Shift Differential,14000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contractual Services,1980000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contract Employees-Temporary Services,105000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Fees,20500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Telephone,35000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Employee Phone Reimbursement,2500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Postage,4500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Printing & Publishing,2000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Advertising - Any Media,5000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Professional Development,25000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Other Travel & Training,107000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Local Business Expense,3000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Memberships,49000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Water,100000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Electricity,1550000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Natural Gas,220000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Software Maintenance Agreements,75000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Equipment Rentals or Lease,49149
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Fleet Management Equipment Charges,227216
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,311 Call Center Services,1137
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Employee Parking,4000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Computer Services-from IT,284335
FY20,Expense,Public Services,Environmental Services,Sewer Improvement,Capital Outlays,Construction In Progress,13633000
FY20,Revenue,Public Services,Environmental Services,Sewer Improvement,Other Financing Sources,Operating Transfers-Capital Projects,13633000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Full Time Employees,10212
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Employers FICA,780
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Hospitalization Insurance,2508
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Retiree Health Care-OPEB,876
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Retirement Fund Contribution,2316
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Unemployment Compensation,12
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contractual Services,4304400
FY20,Revenue,Public Services,Environmental Services,Sewer Disposal Operations,Other Revenues,Reimbursements,600000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Financing,Operating Trans Out-Subsidies,2397570
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Supplies,Supplies,280000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Capital Outlays,Equipment,53569
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Full Time Employees,1713075
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Acting Assignment,3847
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Time & One-half,120815
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Employers FICA,131123
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Hospitalization Insurance,430308
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Retiree Health Care-OPEB,146504
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Retirement Fund Contribution,387728
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Unemployment Compensation,2412
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Personnel Services,Shift Differential,142
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contractual Services,900000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contract Employees-Temporary Services,64463
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Contract Serv-Training,3000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Home Repair,100000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Telephone,36988
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Employee Phone Reimbursement,3667
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Professional Development,3443
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Other Travel & Training,15000
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Water,6500
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Electricity,7854
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Natural Gas,12770
FY20,Expense,Public Services,Environmental Services,Sewer Disposal Operations,Other Services and Charges,Maintenance Service,2703
