Budget type,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Debt Service,9910,Principal,515000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Debt Service,9920,Interest to Financial Institution,224650
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Debt Service,9930,Paying Agent Fees,1600
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Capital Outlays,9760,Equipment,75000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Financing,9951,Operating Trans Out-Subsidies,750000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Financing,9959,Appropriation Lapse,-325840
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7020,Full Time Employees,1362972
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7025,Acting Assignment,7500
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7055,Time & One-half,132000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7105,Employers FICA,115158
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7110,Hospitalization Insurance,407364
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7115,Retiree Health Care-OPEB,116547
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7120,Retirement Fund Contribution,308346
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7135,Unemployment Compensation,1928
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Personnel Services,7165,Shift Differential,4000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,8010,Contractual Services,190000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,36958
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,8450,Claims,347504
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,43
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,8610,Transportation-Mileage Reimbursement,720
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9100,Professional Development,13200
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9110,Other Travel & Training,4000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9150,Memberships,1050
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9220,Steam,40000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,108985
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,398810
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,1494228
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9450,311 Call Center Services,15735
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9460,Engineering Services,45900
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9480,Computer Services-from IT,83129
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Expense,Other Services and Charges,9510,A-87 Cost Allocation,141407
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,State Grants,5742,Gas-Weight Tax,9413534
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,Other Revenues,6761,Reimbursements,25000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,Other Revenues,6771,Claims-Damage-Accident Billings,500
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,Charges for Services,6260,Service Fees-General,725000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,Charges for Services,6290,Street Services,214488
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,Charges for Services,6291,Street Services for State of MI,115000
FY20,Public Services,Streets,Administration,1000 - Administration,2020,Major Streets,Revenue,Other Financing Sources,6995,Operating Transfers-Misc,1360000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Supplies,7520,Supplies,1877500
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Supplies,7670,Clothing,10000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Capital Outlays,9760,Equipment,25000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Financing,9959,Appropriation Lapse,-126790
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7020,Full Time Employees,937058
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7025,Acting Assignment,2000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7055,Time & One-half,80000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7105,Employers FICA,78173
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7110,Hospitalization Insurance,290196
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7115,Retiree Health Care-OPEB,80170
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7120,Retirement Fund Contribution,212133
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7135,Unemployment Compensation,1383
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Personnel Services,7165,Shift Differential,3200
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,8010,Contractual Services,105000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,8400,Insurance Premiums,1826
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,-42
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,8510,Postage,500
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9100,Professional Development,8700
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9110,Other Travel & Training,5000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9150,Memberships,500
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9340,Maintenance Service,10000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,83262
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,99986
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,464862
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9450,311 Call Center Services,7015
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9470,Employee Parking,600
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9480,Computer Services-from IT,75059
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Expense,Other Services and Charges,9510,A-87 Cost Allocation,89307
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Revenue,State Grants,5742,Gas-Weight Tax,3137845
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Revenue,Other Revenues,6761,Reimbursements,20000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Revenue,Charges for Services,6290,Street Services,815364
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Revenue,Other Financing Sources,6991,Operating Transfers-Subsidy,750000
FY20,Public Services,Streets,Administration,1000 - Administration,2030,Local Streets,Revenue,Other Financing Sources,6995,Operating Transfers-Misc,440000
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Expense,Debt Service,9910,Principal,1530000
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Expense,Debt Service,9920,Interest to Financial Institution,865950
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Expense,Debt Service,9930,Paying Agent Fees,500
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Expense,Other Financing,9953,Operating Trans-Capt Projects,325000
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Revenue,Taxes,4380,City Income Taxes,13177595
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Revenue,Taxes,4382,City Income Tax Refunds,-1366586
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Revenue,Taxes,4384,City Income Tax Penalties and Interest,68164
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Revenue,Other Financing Sources,6995,Operating Transfers-Misc,914891
FY20,Public Services,Streets,Administration,1000 - Administration,2040,Vital Streets-Major,Revenue,Investment Income & Rentals,6651,Interest on Investment,104373
FY20,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,Expense,Capital Outlays,9880,Construction In Progress,65000
FY20,Public Services,Streets,Bridge Projects,9040 - Bridge Projects,4090,Vital Str Cap-Non Bond,Revenue,Other Financing Sources,6993,Operating Transfers-Capital Projects,65000
FY20,Public Services,Streets,Bridge Operations,6040 - Bridge Operations,2040,Vital Streets-Major,Expense,Other Financing,9953,Operating Trans-Capt Projects,65000
FY20,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Expense,Capital Outlays,9895,Street Reconstruction,2685976
FY20,Public Services,Streets,Major FAU Projects,9010 - Major FAU Projects,4090,Vital Str Cap-Non Bond,Revenue,Other Financing Sources,6993,Operating Transfers-Capital Projects,2685976
FY20,Public Services,Streets,Major FAU Operations,6010 - Major FAU Operations,2040,Vital Streets-Major,Expense,Other Financing,9953,Operating Trans-Capt Projects,2685976
FY20,Public Services,Streets,Traffic Safety Operations,6050 - Traffic Safety Operations,2040,Vital Streets-Major,Expense,Other Financing,9953,Operating Trans-Capt Projects,550000
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Supplies,7520,Supplies,1500
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Other Financing,9955,Operating Trans-Misc,1500
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Other Services and Charges,8010,Contractual Services,500
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Other Services and Charges,9180,Water,800
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Other Services and Charges,9190,Refuse Collection Charges,499
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Other Services and Charges,9340,Maintenance Service,250
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Expense,Other Services and Charges,9510,A-87 Cost Allocation,2883
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Revenue,Charges for Services,6260,Service Fees-General,1500
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Revenue,Charges for Services,6361,Cemeteries Foundations,1000
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Revenue,Charges for Services,6363,Cemeteries Burials,6000
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Revenue,Charges for Services,6421,Sales-General,1500
FY20,Public Services,Cemetery,Fulton,3520 - Fulton,5020,Cemetery Operating,Revenue,Other Financing Sources,6993,Operating Transfers-Capital Projects,500
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Supplies,7520,Supplies,4350
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Financing,9955,Operating Trans-Misc,5903
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,8010,Contractual Services,1000
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,9180,Water,7500
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,9190,Refuse Collection Charges,1200
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,9200,Electricity,648
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,9210,Natural Gas,600
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,9340,Maintenance Service,500
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Expense,Other Services and Charges,9510,A-87 Cost Allocation,5766
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Revenue,Charges for Services,6260,Service Fees-General,3200
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Revenue,Charges for Services,6361,Cemeteries Foundations,5000
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Revenue,Charges for Services,6363,Cemeteries Burials,31000
FY20,Public Services,Cemetery,Oakhill,3550 - Oakhill,5020,Cemetery Operating,Revenue,Charges for Services,6421,Sales-General,150
