Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,20200
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Computer Equipment,187500
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Software,38500
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,208521
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,23969
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,17778
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,57600
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,28734
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,52673
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,288
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,544814
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1020
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,29174
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,8335
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,100800
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,98333
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,145145
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,779
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,158400
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Other Travel & Training,220000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Electricity,4800
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,62370
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,3461
FY19,Expense,Police,Police,Michigan Justice Training,Other Services and Charges,Other Travel & Training,55000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,174549
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,18030
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,14741
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,43200
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,24632
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,43890
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,243
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,1000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Telephone,44200
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Electricity,4500
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Natural Gas,3000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,58000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,22660
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,5263
FY19,Expense,Police,Police,General Fund Operating,Capital Outlays,Equipment,20000
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,3563403
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,1020
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,327539
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,55812
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,676800
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,673027
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,990909
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,5148
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,44280
FY19,Expense,Police,Police,General Fund Operating,Supplies,Supplies,1500
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Contractual Services,26000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Police-Investigation,33500
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Software Maintenance Agreements,19860
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,14812
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,204130
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Fleet Management Equipment Charges,148647
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Full Time Employees,1067245
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Regular Hourly Rate,5100
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Time & One-half,114188
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Employers FICA,17470
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Hospitalization Insurance,201600
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,206327
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Retirement Fund Contribution,303387
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Unemployment Compensation,1542
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Shift Differential,7140
FY19,Expense,Police,Police,General Fund Operating,Personnel Services,Food-Clean-Car Allowance,12960
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Police-Investigation,4000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Maintenance Service,15000
FY19,Expense,Police,Police,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,131887
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Personnel Services,Full Time Employees,55224
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Personnel Services,Employers FICA,4224
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Personnel Services,Hospitalization Insurance,14400
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Personnel Services,Retiree Health Care-OPEB,6816
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Personnel Services,Retirement Fund Contribution,12540
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Personnel Services,Unemployment Compensation,72
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Supplies,Supplies,10000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Fees,15000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Police-Investigation,75000
FY19,Expense,Police,Police,Federal Forfeitures-Dept of Justice,Other Services and Charges,Police-Investigation,10000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Claims,3111
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Telephone,32800
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Professional Development,4000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Other Travel & Training,30000
FY19,Expense,Police,Police,Federal Forfeitures-Dept of Justice,Other Services and Charges,Other Travel & Training,10000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Vehicle Repairs,15000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Maintenance Service,10000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Services and Charges,Equipment Rentals or Lease,10000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Capital Outlays,Equipment,172000
FY19,Expense,Police,Police,Federal Forfeitures-Dept of Justice,Capital Outlays,Equipment,46000
FY19,Expense,Police,Police,Federal Forfeitures-Treasury Dept,Capital Outlays,Equipment,10000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Capital Outlays,Vehicles,15000
FY19,Expense,Police,Police,Drug Law Enforcement-State-Local,Other Financing,Operating Trans-Misc,86160
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Full Time Employees,158400
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Employers FICA,2328
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Hospitalization Insurance,28800
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Retiree Health Care-OPEB,27456
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Retirement Fund Contribution,40608
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Unemployment Compensation,228
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Personnel Services,Food-Clean-Car Allowance,2160
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Supplies,Supplies,3000
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Contractual Services,70560
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Administrative Services,4000
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Fees,5000
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Police-Investigation,30000
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Telephone,9000
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Other Travel & Training,6000
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Other Services and Charges,Employee Parking,1100
FY19,Expense,Police,Police,Metropolitan Enforcement Team,Capital Outlays,Equipment,5000
FY19,Expense,Police,Police,Capital Improvement,Capital Outlays,Equipment,175500
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Full Time Employees,200157
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Temporary Noncontract Employees,372097
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Employers FICA,43812
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Hospitalization Insurance,42864
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Retiree Health Care-OPEB,7486
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Retirement Fund Contribution,45083
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Unemployment Compensation,8491
FY19,Expense,Public Library,Library,Public Library Operating,Other Services and Charges,Contractual Services,21000
FY19,Expense,Public Library,Library,Public Library Operating,Other Services and Charges,Professional Development,2184
FY19,Expense,Public Library,Library,Public Library Operating,Other Services and Charges,Memberships,65
FY19,Expense,Public Library,Library,Public Library Operating,Other Services and Charges,Employee Parking,750
FY19,Expense,Public Library,Library,Public Library Operating,Capital Outlays,Furniture,500
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Full Time Employees,260781
FY19,Expense,Public Library,Library,Public Library Operating,Personnel Services,Temporary Noncontract Employees,67896
